|dates|Grant_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Grant_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Grant_Oklahoma_UnitedStates.Male_Total_Population.data|Grant_Oklahoma_UnitedStates.Male_Total_Population.missing|Grant_Oklahoma_UnitedStates.Female_Total_Population.data|Grant_Oklahoma_UnitedStates.Female_Total_Population.missing|Grant_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Grant_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|951.0|0|2145.0|0|2181.0|0|1029.0|0
