|dates|Grant_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Grant_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Grant_NewMexico_UnitedStates.Male_Total_Population.data|Grant_NewMexico_UnitedStates.Male_Total_Population.missing|Grant_NewMexico_UnitedStates.Female_Total_Population.data|Grant_NewMexico_UnitedStates.Female_Total_Population.missing|Grant_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.data|Grant_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7584.0|0|13428.0|0|13918.0|0|5460.0|0
