|dates|Rockcastle_Kentucky_UnitedStates.AveragePrecipitationTotal.data|Rockcastle_Kentucky_UnitedStates.AveragePrecipitationTotal.missing|Rockcastle_Kentucky_UnitedStates.AveragePrecipitation.data|Rockcastle_Kentucky_UnitedStates.AveragePrecipitation.missing|Rockcastle_Kentucky_UnitedStates.AverageWindDirection.data|Rockcastle_Kentucky_UnitedStates.AverageWindDirection.missing|Rockcastle_Kentucky_UnitedStates.AverageWindSpeed.data|Rockcastle_Kentucky_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|100|0.0|100|101.375|0|1.0|0
