|dates|Logan_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Logan_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Logan_Illinois_UnitedStates.Male_Total_Population.data|Logan_Illinois_UnitedStates.Male_Total_Population.missing|Logan_Illinois_UnitedStates.Female_Total_Population.data|Logan_Illinois_UnitedStates.Female_Total_Population.missing|Logan_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Logan_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5285.0|0|14685.0|0|14240.0|0|5599.0|0
