|dates|Durham_NorthCarolina_UnitedStates.AveragePrecipitationTotal.data|Durham_NorthCarolina_UnitedStates.AveragePrecipitationTotal.missing|Durham_NorthCarolina_UnitedStates.AveragePrecipitation.data|Durham_NorthCarolina_UnitedStates.AveragePrecipitation.missing|Durham_NorthCarolina_UnitedStates.AverageWindDirection.data|Durham_NorthCarolina_UnitedStates.AverageWindDirection.missing|Durham_NorthCarolina_UnitedStates.AverageWindSpeed.data|Durham_NorthCarolina_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|100|0.0|100|223.54166666666666|0|7.75|0
