|dates|Fannin_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Fannin_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Fannin_Texas_UnitedStates.Male_Total_Population.data|Fannin_Texas_UnitedStates.Male_Total_Population.missing|Fannin_Texas_UnitedStates.Female_Total_Population.data|Fannin_Texas_UnitedStates.Female_Total_Population.missing|Fannin_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Fannin_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6532.0|0|18731.0|0|16555.0|0|7579.0|0
