|dates|Wayne_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wayne_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wayne_Tennessee_UnitedStates.Male_Total_Population.data|Wayne_Tennessee_UnitedStates.Male_Total_Population.missing|Wayne_Tennessee_UnitedStates.Female_Total_Population.data|Wayne_Tennessee_UnitedStates.Female_Total_Population.missing|Wayne_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Wayne_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3228.0|0|9144.0|0|7414.0|0|2811.0|0
