|dates|Petersburg_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Petersburg_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Petersburg_Virginia_UnitedStates.Male_Total_Population.data|Petersburg_Virginia_UnitedStates.Male_Total_Population.missing|Petersburg_Virginia_UnitedStates.Female_Total_Population.data|Petersburg_Virginia_UnitedStates.Female_Total_Population.missing|Petersburg_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Petersburg_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5355.0|0|14508.0|0|17059.0|0|7133.0|0
