|dates|Rice_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Rice_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Rice_Minnesota_UnitedStates.Male_Total_Population.data|Rice_Minnesota_UnitedStates.Male_Total_Population.missing|Rice_Minnesota_UnitedStates.Female_Total_Population.data|Rice_Minnesota_UnitedStates.Female_Total_Population.missing|Rice_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Rice_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10250.0|0|33901.0|0|32622.0|0|14537.0|0
