|dates|Yakima_Washington_UnitedStates.BLS_EmployedPopulation.data|Yakima_Washington_UnitedStates.BLS_EmployedPopulation.missing|Yakima_Washington_UnitedStates.BLS_UnemployedPopulation.data|Yakima_Washington_UnitedStates.BLS_UnemployedPopulation.missing|Yakima_Washington_UnitedStates.BLS_UnemploymentRate.data|Yakima_Washington_UnitedStates.BLS_UnemploymentRate.missing|Yakima_Washington_UnitedStates.BLS_LaborForcePopulation.data|Yakima_Washington_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|116514.5|0|11085.5|0|8.68769592476489|0|127600.0|0
0|2020-01-02|116514.5|0|11085.5|0|8.68769592476489|0|127600.0|0
0|2020-01-03|116514.5|0|11085.5|0|8.68769592476489|0|127600.0|0
0|2020-01-04|116514.5|0|11085.5|0|8.68769592476489|0|127600.0|0
0|2020-01-05|116514.5|0|11085.5|0|8.68769592476489|0|127600.0|0
0|2020-01-06|116514.5|0|11085.5|0|8.68769592476489|0|127600.0|0
0|2020-01-07|116514.5|0|11085.5|0|8.68769592476489|0|127600.0|0
0|2020-01-08|116514.5|0|11085.5|0|8.68769592476489|0|127600.0|0
0|2020-01-09|116514.5|0|11085.5|0|8.68769592476489|0|127600.0|0
0|2020-01-10|116514.5|0|11085.5|0|8.68769592476489|0|127600.0|0
0|2020-01-11|116514.5|0|11085.5|0|8.68769592476489|0|127600.0|0
0|2020-01-12|116514.5|0|11085.5|0|8.68769592476489|0|127600.0|0
0|2020-01-13|116514.5|0|11085.5|0|8.68769592476489|0|127600.0|0
0|2020-01-14|116514.5|0|11085.5|0|8.68769592476489|0|127600.0|0
0|2020-01-15|116514.5|0|11085.5|0|8.68769592476489|0|127600.0|0
0|2020-01-16|116514.5|0|11085.5|0|8.68769592476489|0|127600.0|0
0|2020-01-17|116514.5|0|11085.5|0|8.68769592476489|0|127600.0|0
0|2020-01-18|116514.5|0|11085.5|0|8.68769592476489|0|127600.0|0
0|2020-01-19|116514.5|0|11085.5|0|8.68769592476489|0|127600.0|0
0|2020-01-20|116514.5|0|11085.5|0|8.68769592476489|0|127600.0|0
0|2020-01-21|116514.5|0|11085.5|0|8.68769592476489|0|127600.0|0
0|2020-01-22|116514.5|0|11085.5|0|8.68769592476489|0|127600.0|0
0|2020-01-23|116514.5|0|11085.5|0|8.68769592476489|0|127600.0|0
0|2020-01-24|116514.5|0|11085.5|0|8.68769592476489|0|127600.0|0
0|2020-01-25|116514.5|0|11085.5|0|8.68769592476489|0|127600.0|0
0|2020-01-26|116514.5|0|11085.5|0|8.68769592476489|0|127600.0|0
0|2020-01-27|116514.5|0|11085.5|0|8.68769592476489|0|127600.0|0
0|2020-01-28|116514.5|0|11085.5|0|8.68769592476489|0|127600.0|0
0|2020-01-29|116514.5|0|11085.5|0|8.68769592476489|0|127600.0|0
0|2020-01-30|116514.5|0|11085.5|0|8.68769592476489|0|127600.0|0
0|2020-01-31|116514.5|0|11085.5|0|8.68769592476489|0|127600.0|0
0|2020-02-01|118946.0|0|10793.0|0|8.319009704098228|0|129739.0|0
0|2020-02-02|118946.0|0|10793.0|0|8.319009704098228|0|129739.0|0
0|2020-02-03|118946.0|0|10793.0|0|8.319009704098228|0|129739.0|0
0|2020-02-04|118946.0|0|10793.0|0|8.319009704098228|0|129739.0|0
0|2020-02-05|118946.0|0|10793.0|0|8.319009704098228|0|129739.0|0
0|2020-02-06|118946.0|0|10793.0|0|8.319009704098228|0|129739.0|0
0|2020-02-07|118946.0|0|10793.0|0|8.319009704098228|0|129739.0|0
0|2020-02-08|118946.0|0|10793.0|0|8.319009704098228|0|129739.0|0
0|2020-02-09|118946.0|0|10793.0|0|8.319009704098228|0|129739.0|0
0|2020-02-10|118946.0|0|10793.0|0|8.319009704098228|0|129739.0|0
0|2020-02-11|118946.0|0|10793.0|0|8.319009704098228|0|129739.0|0
0|2020-02-12|118946.0|0|10793.0|0|8.319009704098228|0|129739.0|0
0|2020-02-13|118946.0|0|10793.0|0|8.319009704098228|0|129739.0|0
0|2020-02-14|118946.0|0|10793.0|0|8.319009704098228|0|129739.0|0
0|2020-02-15|118946.0|0|10793.0|0|8.319009704098228|0|129739.0|0
0|2020-02-16|118946.0|0|10793.0|0|8.319009704098228|0|129739.0|0
0|2020-02-17|118946.0|0|10793.0|0|8.319009704098228|0|129739.0|0
0|2020-02-18|118946.0|0|10793.0|0|8.319009704098228|0|129739.0|0
0|2020-02-19|118946.0|0|10793.0|0|8.319009704098228|0|129739.0|0
0|2020-02-20|118946.0|0|10793.0|0|8.319009704098228|0|129739.0|0
0|2020-02-21|118946.0|0|10793.0|0|8.319009704098228|0|129739.0|0
0|2020-02-22|118946.0|0|10793.0|0|8.319009704098228|0|129739.0|0
0|2020-02-23|118946.0|0|10793.0|0|8.319009704098228|0|129739.0|0
0|2020-02-24|118946.0|0|10793.0|0|8.319009704098228|0|129739.0|0
0|2020-02-25|118946.0|0|10793.0|0|8.319009704098228|0|129739.0|0
0|2020-02-26|118946.0|0|10793.0|0|8.319009704098228|0|129739.0|0
0|2020-02-27|118946.0|0|10793.0|0|8.319009704098228|0|129739.0|0
0|2020-02-28|118946.0|0|10793.0|0|8.319009704098228|0|129739.0|0
0|2020-02-29|118946.0|0|10793.0|0|8.319009704098228|0|129739.0|0
0|2020-03-01|119312.5|0|9356.0|0|7.271398982656983|0|128668.5|0
0|2020-03-02|119312.5|0|9356.0|0|7.271398982656983|0|128668.5|0
0|2020-03-03|119312.5|0|9356.0|0|7.271398982656983|0|128668.5|0
0|2020-03-04|119312.5|0|9356.0|0|7.271398982656983|0|128668.5|0
0|2020-03-05|119312.5|0|9356.0|0|7.271398982656983|0|128668.5|0
0|2020-03-06|119312.5|0|9356.0|0|7.271398982656983|0|128668.5|0
0|2020-03-07|119312.5|0|9356.0|0|7.271398982656983|0|128668.5|0
0|2020-03-08|119312.5|0|9356.0|0|7.271398982656983|0|128668.5|0
0|2020-03-09|119312.5|0|9356.0|0|7.271398982656983|0|128668.5|0
0|2020-03-10|119312.5|0|9356.0|0|7.271398982656983|0|128668.5|0
0|2020-03-11|119312.5|0|9356.0|0|7.271398982656983|0|128668.5|0
0|2020-03-12|119312.5|0|9356.0|0|7.271398982656983|0|128668.5|0
0|2020-03-13|119312.5|0|9356.0|0|7.271398982656983|0|128668.5|0
0|2020-03-14|119312.5|0|9356.0|0|7.271398982656983|0|128668.5|0
0|2020-03-15|119312.5|0|9356.0|0|7.271398982656983|0|128668.5|0
0|2020-03-16|119312.5|0|9356.0|0|7.271398982656983|0|128668.5|0
