|dates|Spartanburg_SouthCarolina_UnitedStates.BLS_EmployedPopulation.data|Spartanburg_SouthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Spartanburg_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Spartanburg_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Spartanburg_SouthCarolina_UnitedStates.BLS_UnemploymentRate.data|Spartanburg_SouthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Spartanburg_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Spartanburg_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|150648.0|0|4212.0|0|2.719876017047656|0|154860.0|0
0|2020-01-02|150648.0|0|4212.0|0|2.719876017047656|0|154860.0|0
0|2020-01-03|150648.0|0|4212.0|0|2.719876017047656|0|154860.0|0
0|2020-01-04|150648.0|0|4212.0|0|2.719876017047656|0|154860.0|0
0|2020-01-05|150648.0|0|4212.0|0|2.719876017047656|0|154860.0|0
0|2020-01-06|150648.0|0|4212.0|0|2.719876017047656|0|154860.0|0
0|2020-01-07|150648.0|0|4212.0|0|2.719876017047656|0|154860.0|0
0|2020-01-08|150648.0|0|4212.0|0|2.719876017047656|0|154860.0|0
0|2020-01-09|150648.0|0|4212.0|0|2.719876017047656|0|154860.0|0
0|2020-01-10|150648.0|0|4212.0|0|2.719876017047656|0|154860.0|0
0|2020-01-11|150648.0|0|4212.0|0|2.719876017047656|0|154860.0|0
0|2020-01-12|150648.0|0|4212.0|0|2.719876017047656|0|154860.0|0
0|2020-01-13|150648.0|0|4212.0|0|2.719876017047656|0|154860.0|0
0|2020-01-14|150648.0|0|4212.0|0|2.719876017047656|0|154860.0|0
0|2020-01-15|150648.0|0|4212.0|0|2.719876017047656|0|154860.0|0
0|2020-01-16|150648.0|0|4212.0|0|2.719876017047656|0|154860.0|0
0|2020-01-17|150648.0|0|4212.0|0|2.719876017047656|0|154860.0|0
0|2020-01-18|150648.0|0|4212.0|0|2.719876017047656|0|154860.0|0
0|2020-01-19|150648.0|0|4212.0|0|2.719876017047656|0|154860.0|0
0|2020-01-20|150648.0|0|4212.0|0|2.719876017047656|0|154860.0|0
0|2020-01-21|150648.0|0|4212.0|0|2.719876017047656|0|154860.0|0
0|2020-01-22|150648.0|0|4212.0|0|2.719876017047656|0|154860.0|0
0|2020-01-23|150648.0|0|4212.0|0|2.719876017047656|0|154860.0|0
0|2020-01-24|150648.0|0|4212.0|0|2.719876017047656|0|154860.0|0
0|2020-01-25|150648.0|0|4212.0|0|2.719876017047656|0|154860.0|0
0|2020-01-26|150648.0|0|4212.0|0|2.719876017047656|0|154860.0|0
0|2020-01-27|150648.0|0|4212.0|0|2.719876017047656|0|154860.0|0
0|2020-01-28|150648.0|0|4212.0|0|2.719876017047656|0|154860.0|0
0|2020-01-29|150648.0|0|4212.0|0|2.719876017047656|0|154860.0|0
0|2020-01-30|150648.0|0|4212.0|0|2.719876017047656|0|154860.0|0
0|2020-01-31|150648.0|0|4212.0|0|2.719876017047656|0|154860.0|0
0|2020-02-01|150930.0|0|4224.0|0|2.7224563981592484|0|155154.0|0
0|2020-02-02|150930.0|0|4224.0|0|2.7224563981592484|0|155154.0|0
0|2020-02-03|150930.0|0|4224.0|0|2.7224563981592484|0|155154.0|0
0|2020-02-04|150930.0|0|4224.0|0|2.7224563981592484|0|155154.0|0
