|dates|Gooding_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Gooding_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Gooding_Idaho_UnitedStates.Male_Total_Population.data|Gooding_Idaho_UnitedStates.Male_Total_Population.missing|Gooding_Idaho_UnitedStates.Female_Total_Population.data|Gooding_Idaho_UnitedStates.Female_Total_Population.missing|Gooding_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Gooding_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2627.0|0|7736.0|0|7460.0|0|4174.0|0
