|dates|Morton_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Morton_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Morton_NorthDakota_UnitedStates.Male_Total_Population.data|Morton_NorthDakota_UnitedStates.Male_Total_Population.missing|Morton_NorthDakota_UnitedStates.Female_Total_Population.data|Morton_NorthDakota_UnitedStates.Female_Total_Population.missing|Morton_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Morton_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5203.0|0|15731.0|0|15364.0|0|7192.0|0
