|dates|Nicollet_Minnesota_UnitedStates.BLS_EmployedPopulation.data|Nicollet_Minnesota_UnitedStates.BLS_EmployedPopulation.missing|Nicollet_Minnesota_UnitedStates.BLS_UnemployedPopulation.data|Nicollet_Minnesota_UnitedStates.BLS_UnemployedPopulation.missing|Nicollet_Minnesota_UnitedStates.BLS_UnemploymentRate.data|Nicollet_Minnesota_UnitedStates.BLS_UnemploymentRate.missing|Nicollet_Minnesota_UnitedStates.BLS_LaborForcePopulation.data|Nicollet_Minnesota_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|20499.0|0|563.5|0|2.675370919881306|0|21062.5|0
0|2020-01-02|20499.0|0|563.5|0|2.675370919881306|0|21062.5|0
0|2020-01-03|20499.0|0|563.5|0|2.675370919881306|0|21062.5|0
0|2020-01-04|20499.0|0|563.5|0|2.675370919881306|0|21062.5|0
0|2020-01-05|20499.0|0|563.5|0|2.675370919881306|0|21062.5|0
0|2020-01-06|20499.0|0|563.5|0|2.675370919881306|0|21062.5|0
0|2020-01-07|20499.0|0|563.5|0|2.675370919881306|0|21062.5|0
0|2020-01-08|20499.0|0|563.5|0|2.675370919881306|0|21062.5|0
0|2020-01-09|20499.0|0|563.5|0|2.675370919881306|0|21062.5|0
0|2020-01-10|20499.0|0|563.5|0|2.675370919881306|0|21062.5|0
0|2020-01-11|20499.0|0|563.5|0|2.675370919881306|0|21062.5|0
0|2020-01-12|20499.0|0|563.5|0|2.675370919881306|0|21062.5|0
0|2020-01-13|20499.0|0|563.5|0|2.675370919881306|0|21062.5|0
0|2020-01-14|20499.0|0|563.5|0|2.675370919881306|0|21062.5|0
0|2020-01-15|20499.0|0|563.5|0|2.675370919881306|0|21062.5|0
0|2020-01-16|20499.0|0|563.5|0|2.675370919881306|0|21062.5|0
0|2020-01-17|20499.0|0|563.5|0|2.675370919881306|0|21062.5|0
0|2020-01-18|20499.0|0|563.5|0|2.675370919881306|0|21062.5|0
0|2020-01-19|20499.0|0|563.5|0|2.675370919881306|0|21062.5|0
0|2020-01-20|20499.0|0|563.5|0|2.675370919881306|0|21062.5|0
0|2020-01-21|20499.0|0|563.5|0|2.675370919881306|0|21062.5|0
0|2020-01-22|20499.0|0|563.5|0|2.675370919881306|0|21062.5|0
0|2020-01-23|20499.0|0|563.5|0|2.675370919881306|0|21062.5|0
0|2020-01-24|20499.0|0|563.5|0|2.675370919881306|0|21062.5|0
0|2020-01-25|20499.0|0|563.5|0|2.675370919881306|0|21062.5|0
0|2020-01-26|20499.0|0|563.5|0|2.675370919881306|0|21062.5|0
0|2020-01-27|20499.0|0|563.5|0|2.675370919881306|0|21062.5|0
0|2020-01-28|20499.0|0|563.5|0|2.675370919881306|0|21062.5|0
0|2020-01-29|20499.0|0|563.5|0|2.675370919881306|0|21062.5|0
0|2020-01-30|20499.0|0|563.5|0|2.675370919881306|0|21062.5|0
0|2020-01-31|20499.0|0|563.5|0|2.675370919881306|0|21062.5|0
0|2020-02-01|20743.5|0|567.5|0|2.6629440195204355|0|21311.0|0
0|2020-02-02|20743.5|0|567.5|0|2.6629440195204355|0|21311.0|0
0|2020-02-03|20743.5|0|567.5|0|2.6629440195204355|0|21311.0|0
0|2020-02-04|20743.5|0|567.5|0|2.6629440195204355|0|21311.0|0
0|2020-02-05|20743.5|0|567.5|0|2.6629440195204355|0|21311.0|0
0|2020-02-06|20743.5|0|567.5|0|2.6629440195204355|0|21311.0|0
0|2020-02-07|20743.5|0|567.5|0|2.6629440195204355|0|21311.0|0
0|2020-02-08|20743.5|0|567.5|0|2.6629440195204355|0|21311.0|0
0|2020-02-09|20743.5|0|567.5|0|2.6629440195204355|0|21311.0|0
0|2020-02-10|20743.5|0|567.5|0|2.6629440195204355|0|21311.0|0
0|2020-02-11|20743.5|0|567.5|0|2.6629440195204355|0|21311.0|0
0|2020-02-12|20743.5|0|567.5|0|2.6629440195204355|0|21311.0|0
0|2020-02-13|20743.5|0|567.5|0|2.6629440195204355|0|21311.0|0
0|2020-02-14|20743.5|0|567.5|0|2.6629440195204355|0|21311.0|0
0|2020-02-15|20743.5|0|567.5|0|2.6629440195204355|0|21311.0|0
0|2020-02-16|20743.5|0|567.5|0|2.6629440195204355|0|21311.0|0
0|2020-02-17|20743.5|0|567.5|0|2.6629440195204355|0|21311.0|0
0|2020-02-18|20743.5|0|567.5|0|2.6629440195204355|0|21311.0|0
0|2020-02-19|20743.5|0|567.5|0|2.6629440195204355|0|21311.0|0
0|2020-02-20|20743.5|0|567.5|0|2.6629440195204355|0|21311.0|0
0|2020-02-21|20743.5|0|567.5|0|2.6629440195204355|0|21311.0|0
0|2020-02-22|20743.5|0|567.5|0|2.6629440195204355|0|21311.0|0
0|2020-02-23|20743.5|0|567.5|0|2.6629440195204355|0|21311.0|0
0|2020-02-24|20743.5|0|567.5|0|2.6629440195204355|0|21311.0|0
0|2020-02-25|20743.5|0|567.5|0|2.6629440195204355|0|21311.0|0
0|2020-02-26|20743.5|0|567.5|0|2.6629440195204355|0|21311.0|0
0|2020-02-27|20743.5|0|567.5|0|2.6629440195204355|0|21311.0|0
0|2020-02-28|20743.5|0|567.5|0|2.6629440195204355|0|21311.0|0
0|2020-02-29|20743.5|0|567.5|0|2.6629440195204355|0|21311.0|0
0|2020-03-01|20466.5|0|643.5|0|3.048318332543818|0|21110.0|0
