|dates|Custer_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Custer_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Custer_Idaho_UnitedStates.Male_Total_Population.data|Custer_Idaho_UnitedStates.Male_Total_Population.missing|Custer_Idaho_UnitedStates.Female_Total_Population.data|Custer_Idaho_UnitedStates.Female_Total_Population.missing|Custer_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Custer_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1243.0|0|2196.0|0|2084.0|0|743.0|0
