|dates|OutofME_Maine_UnitedStates.BLS_EmployedPopulation.data|OutofME_Maine_UnitedStates.BLS_EmployedPopulation.missing|OutofME_Maine_UnitedStates.BLS_UnemployedPopulation.data|OutofME_Maine_UnitedStates.BLS_UnemployedPopulation.missing|OutofME_Maine_UnitedStates.BLS_UnemploymentRate.data|OutofME_Maine_UnitedStates.BLS_UnemploymentRate.missing|OutofME_Maine_UnitedStates.BLS_LaborForcePopulation.data|OutofME_Maine_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
