|dates|OutofMD_Maryland_UnitedStates.JHU_ConfirmedCases.data|OutofMD_Maryland_UnitedStates.JHU_ConfirmedCases.missing|OutofMD_Maryland_UnitedStates.NYT_ConfirmedCases.data|OutofMD_Maryland_UnitedStates.NYT_ConfirmedCases.missing|OutofMD_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|OutofMD_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|OutofMD_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|OutofMD_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|0.0|0|0.0|100|0.0|0|0.0|100
