|dates|Unassigned_NorthDakota_UnitedStates.JHU_ConfirmedCases.data|Unassigned_NorthDakota_UnitedStates.JHU_ConfirmedCases.missing|Unassigned_NorthDakota_UnitedStates.NYT_ConfirmedCases.data|Unassigned_NorthDakota_UnitedStates.NYT_ConfirmedCases.missing|Unassigned_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Unassigned_NorthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Unassigned_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Unassigned_NorthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|0.0|0|0.0|100|32.0|0|0.0|100
