|dates|St.LouisCity_Missouri_UnitedStates.BLS_EmployedPopulation.data|St.LouisCity_Missouri_UnitedStates.BLS_EmployedPopulation.missing|St.LouisCity_Missouri_UnitedStates.BLS_UnemployedPopulation.data|St.LouisCity_Missouri_UnitedStates.BLS_UnemployedPopulation.missing|St.LouisCity_Missouri_UnitedStates.BLS_UnemploymentRate.data|St.LouisCity_Missouri_UnitedStates.BLS_UnemploymentRate.missing|St.LouisCity_Missouri_UnitedStates.BLS_LaborForcePopulation.data|St.LouisCity_Missouri_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
