|dates|Christian_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Christian_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Christian_Missouri_UnitedStates.Male_Total_Population.data|Christian_Missouri_UnitedStates.Male_Total_Population.missing|Christian_Missouri_UnitedStates.Female_Total_Population.data|Christian_Missouri_UnitedStates.Female_Total_Population.missing|Christian_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Christian_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|13671.0|0|42666.0|0|44317.0|0|21985.0|0
