|dates|Cherokee_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cherokee_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cherokee_NorthCarolina_UnitedStates.Male_Total_Population.data|Cherokee_NorthCarolina_UnitedStates.Male_Total_Population.missing|Cherokee_NorthCarolina_UnitedStates.Female_Total_Population.data|Cherokee_NorthCarolina_UnitedStates.Female_Total_Population.missing|Cherokee_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Cherokee_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8397.0|0|13832.0|0|14551.0|0|4769.0|0
