|dates|Chelan_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Chelan_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Chelan_Washington_UnitedStates.Male_Total_Population.data|Chelan_Washington_UnitedStates.Male_Total_Population.missing|Chelan_Washington_UnitedStates.Female_Total_Population.data|Chelan_Washington_UnitedStates.Female_Total_Population.missing|Chelan_Washington_UnitedStates.MaleAndFemale_Under18_Population.data|Chelan_Washington_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14696.0|0|38521.0|0|38515.0|0|18022.0|0
