|dates|Fremont_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Fremont_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Fremont_Iowa_UnitedStates.Male_Total_Population.data|Fremont_Iowa_UnitedStates.Male_Total_Population.missing|Fremont_Iowa_UnitedStates.Female_Total_Population.data|Fremont_Iowa_UnitedStates.Female_Total_Population.missing|Fremont_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Fremont_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1584.0|0|3488.0|0|3505.0|0|1567.0|0
