|dates|Jefferson_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jefferson_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jefferson_Colorado_UnitedStates.Male_Total_Population.data|Jefferson_Colorado_UnitedStates.Male_Total_Population.missing|Jefferson_Colorado_UnitedStates.Female_Total_Population.data|Jefferson_Colorado_UnitedStates.Female_Total_Population.missing|Jefferson_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Jefferson_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|95477.0|0|289294.0|0|290939.0|0|114515.0|0
