|dates|Faulkner_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Faulkner_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Faulkner_Arkansas_UnitedStates.Male_Total_Population.data|Faulkner_Arkansas_UnitedStates.Male_Total_Population.missing|Faulkner_Arkansas_UnitedStates.Female_Total_Population.data|Faulkner_Arkansas_UnitedStates.Female_Total_Population.missing|Faulkner_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Faulkner_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|15582.0|0|60992.0|0|63814.0|0|28780.0|0
