|dates|Pondera_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pondera_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pondera_Montana_UnitedStates.Male_Total_Population.data|Pondera_Montana_UnitedStates.Male_Total_Population.missing|Pondera_Montana_UnitedStates.Female_Total_Population.data|Pondera_Montana_UnitedStates.Female_Total_Population.missing|Pondera_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Pondera_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1219.0|0|2975.0|0|2997.0|0|1432.0|0
