|dates|Robertson_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Robertson_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Robertson_Texas_UnitedStates.Male_Total_Population.data|Robertson_Texas_UnitedStates.Male_Total_Population.missing|Robertson_Texas_UnitedStates.Female_Total_Population.data|Robertson_Texas_UnitedStates.Female_Total_Population.missing|Robertson_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Robertson_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3336.0|0|8478.0|0|8806.0|0|4150.0|0
