|dates|Teller_Colorado_UnitedStates.BLS_EmployedPopulation.data|Teller_Colorado_UnitedStates.BLS_EmployedPopulation.missing|Teller_Colorado_UnitedStates.BLS_UnemployedPopulation.data|Teller_Colorado_UnitedStates.BLS_UnemployedPopulation.missing|Teller_Colorado_UnitedStates.BLS_UnemploymentRate.data|Teller_Colorado_UnitedStates.BLS_UnemploymentRate.missing|Teller_Colorado_UnitedStates.BLS_LaborForcePopulation.data|Teller_Colorado_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|12451.0|0|400.0|0|3.1125982413819937|0|12851.0|0
0|2020-01-02|12451.0|0|400.0|0|3.1125982413819937|0|12851.0|0
0|2020-01-03|12451.0|0|400.0|0|3.1125982413819937|0|12851.0|0
0|2020-01-04|12451.0|0|400.0|0|3.1125982413819937|0|12851.0|0
0|2020-01-05|12451.0|0|400.0|0|3.1125982413819937|0|12851.0|0
0|2020-01-06|12451.0|0|400.0|0|3.1125982413819937|0|12851.0|0
0|2020-01-07|12451.0|0|400.0|0|3.1125982413819937|0|12851.0|0
0|2020-01-08|12451.0|0|400.0|0|3.1125982413819937|0|12851.0|0
0|2020-01-09|12451.0|0|400.0|0|3.1125982413819937|0|12851.0|0
0|2020-01-10|12451.0|0|400.0|0|3.1125982413819937|0|12851.0|0
0|2020-01-11|12451.0|0|400.0|0|3.1125982413819937|0|12851.0|0
0|2020-01-12|12451.0|0|400.0|0|3.1125982413819937|0|12851.0|0
0|2020-01-13|12451.0|0|400.0|0|3.1125982413819937|0|12851.0|0
0|2020-01-14|12451.0|0|400.0|0|3.1125982413819937|0|12851.0|0
0|2020-01-15|12451.0|0|400.0|0|3.1125982413819937|0|12851.0|0
0|2020-01-16|12451.0|0|400.0|0|3.1125982413819937|0|12851.0|0
0|2020-01-17|12451.0|0|400.0|0|3.1125982413819937|0|12851.0|0
0|2020-01-18|12451.0|0|400.0|0|3.1125982413819937|0|12851.0|0
0|2020-01-19|12451.0|0|400.0|0|3.1125982413819937|0|12851.0|0
0|2020-01-20|12451.0|0|400.0|0|3.1125982413819937|0|12851.0|0
0|2020-01-21|12451.0|0|400.0|0|3.1125982413819937|0|12851.0|0
0|2020-01-22|12451.0|0|400.0|0|3.1125982413819937|0|12851.0|0
0|2020-01-23|12451.0|0|400.0|0|3.1125982413819937|0|12851.0|0
0|2020-01-24|12451.0|0|400.0|0|3.1125982413819937|0|12851.0|0
0|2020-01-25|12451.0|0|400.0|0|3.1125982413819937|0|12851.0|0
0|2020-01-26|12451.0|0|400.0|0|3.1125982413819937|0|12851.0|0
0|2020-01-27|12451.0|0|400.0|0|3.1125982413819937|0|12851.0|0
0|2020-01-28|12451.0|0|400.0|0|3.1125982413819937|0|12851.0|0
0|2020-01-29|12451.0|0|400.0|0|3.1125982413819937|0|12851.0|0
0|2020-01-30|12451.0|0|400.0|0|3.1125982413819937|0|12851.0|0
0|2020-01-31|12451.0|0|400.0|0|3.1125982413819937|0|12851.0|0
0|2020-02-01|12602.5|0|403.5|0|3.1024142703367676|0|13006.0|0
0|2020-02-02|12602.5|0|403.5|0|3.1024142703367676|0|13006.0|0
0|2020-02-03|12602.5|0|403.5|0|3.1024142703367676|0|13006.0|0
0|2020-02-04|12602.5|0|403.5|0|3.1024142703367676|0|13006.0|0
0|2020-02-05|12602.5|0|403.5|0|3.1024142703367676|0|13006.0|0
0|2020-02-06|12602.5|0|403.5|0|3.1024142703367676|0|13006.0|0
0|2020-02-07|12602.5|0|403.5|0|3.1024142703367676|0|13006.0|0
0|2020-02-08|12602.5|0|403.5|0|3.1024142703367676|0|13006.0|0
0|2020-02-09|12602.5|0|403.5|0|3.1024142703367676|0|13006.0|0
0|2020-02-10|12602.5|0|403.5|0|3.1024142703367676|0|13006.0|0
0|2020-02-11|12602.5|0|403.5|0|3.1024142703367676|0|13006.0|0
0|2020-02-12|12602.5|0|403.5|0|3.1024142703367676|0|13006.0|0
0|2020-02-13|12602.5|0|403.5|0|3.1024142703367676|0|13006.0|0
0|2020-02-14|12602.5|0|403.5|0|3.1024142703367676|0|13006.0|0
0|2020-02-15|12602.5|0|403.5|0|3.1024142703367676|0|13006.0|0
0|2020-02-16|12602.5|0|403.5|0|3.1024142703367676|0|13006.0|0
0|2020-02-17|12602.5|0|403.5|0|3.1024142703367676|0|13006.0|0
0|2020-02-18|12602.5|0|403.5|0|3.1024142703367676|0|13006.0|0
0|2020-02-19|12602.5|0|403.5|0|3.1024142703367676|0|13006.0|0
0|2020-02-20|12602.5|0|403.5|0|3.1024142703367676|0|13006.0|0
0|2020-02-21|12602.5|0|403.5|0|3.1024142703367676|0|13006.0|0
0|2020-02-22|12602.5|0|403.5|0|3.1024142703367676|0|13006.0|0
