|dates|Nicholas_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Nicholas_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Nicholas_Kentucky_UnitedStates.Male_Total_Population.data|Nicholas_Kentucky_UnitedStates.Male_Total_Population.missing|Nicholas_Kentucky_UnitedStates.Female_Total_Population.data|Nicholas_Kentucky_UnitedStates.Female_Total_Population.missing|Nicholas_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Nicholas_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1185.0|0|3550.0|0|3616.0|0|1708.0|0
