|dates|Choctaw_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Choctaw_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Choctaw_Alabama_UnitedStates.Male_Total_Population.data|Choctaw_Alabama_UnitedStates.Male_Total_Population.missing|Choctaw_Alabama_UnitedStates.Female_Total_Population.data|Choctaw_Alabama_UnitedStates.Female_Total_Population.missing|Choctaw_Alabama_UnitedStates.MaleAndFemale_Under18_Population.data|Choctaw_Alabama_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2953.0|0|6070.0|0|6771.0|0|2567.0|0
