|dates|Cherokee_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cherokee_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cherokee_SouthCarolina_UnitedStates.Male_Total_Population.data|Cherokee_SouthCarolina_UnitedStates.Male_Total_Population.missing|Cherokee_SouthCarolina_UnitedStates.Female_Total_Population.data|Cherokee_SouthCarolina_UnitedStates.Female_Total_Population.missing|Cherokee_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Cherokee_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9598.0|0|27789.0|0|29289.0|0|13140.0|0
