|dates|Carver_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Carver_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Carver_Minnesota_UnitedStates.Male_Total_Population.data|Carver_Minnesota_UnitedStates.Male_Total_Population.missing|Carver_Minnesota_UnitedStates.Female_Total_Population.data|Carver_Minnesota_UnitedStates.Female_Total_Population.missing|Carver_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Carver_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12443.0|0|51395.0|0|52156.0|0|27701.0|0
