|dates|Schenectady_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Schenectady_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Schenectady_NewYork_UnitedStates.Male_Total_Population.data|Schenectady_NewYork_UnitedStates.Male_Total_Population.missing|Schenectady_NewYork_UnitedStates.Female_Total_Population.data|Schenectady_NewYork_UnitedStates.Female_Total_Population.missing|Schenectady_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Schenectady_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|26590.0|0|75706.0|0|79644.0|0|33334.0|0
