|dates|VanBuren_Iowa_UnitedStates.BLS_EmployedPopulation.data|VanBuren_Iowa_UnitedStates.BLS_EmployedPopulation.missing|VanBuren_Iowa_UnitedStates.BLS_UnemployedPopulation.data|VanBuren_Iowa_UnitedStates.BLS_UnemployedPopulation.missing|VanBuren_Iowa_UnitedStates.BLS_UnemploymentRate.data|VanBuren_Iowa_UnitedStates.BLS_UnemploymentRate.missing|VanBuren_Iowa_UnitedStates.BLS_LaborForcePopulation.data|VanBuren_Iowa_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|3589.0|0|140.0|0|3.754357736658622|0|3729.0|0
0|2020-01-02|3589.0|0|140.0|0|3.754357736658622|0|3729.0|0
0|2020-01-03|3589.0|0|140.0|0|3.754357736658622|0|3729.0|0
0|2020-01-04|3589.0|0|140.0|0|3.754357736658622|0|3729.0|0
0|2020-01-05|3589.0|0|140.0|0|3.754357736658622|0|3729.0|0
0|2020-01-06|3589.0|0|140.0|0|3.754357736658622|0|3729.0|0
0|2020-01-07|3589.0|0|140.0|0|3.754357736658622|0|3729.0|0
0|2020-01-08|3589.0|0|140.0|0|3.754357736658622|0|3729.0|0
0|2020-01-09|3589.0|0|140.0|0|3.754357736658622|0|3729.0|0
0|2020-01-10|3589.0|0|140.0|0|3.754357736658622|0|3729.0|0
0|2020-01-11|3589.0|0|140.0|0|3.754357736658622|0|3729.0|0
0|2020-01-12|3589.0|0|140.0|0|3.754357736658622|0|3729.0|0
0|2020-01-13|3589.0|0|140.0|0|3.754357736658622|0|3729.0|0
0|2020-01-14|3589.0|0|140.0|0|3.754357736658622|0|3729.0|0
0|2020-01-15|3589.0|0|140.0|0|3.754357736658622|0|3729.0|0
0|2020-01-16|3589.0|0|140.0|0|3.754357736658622|0|3729.0|0
0|2020-01-17|3589.0|0|140.0|0|3.754357736658622|0|3729.0|0
0|2020-01-18|3589.0|0|140.0|0|3.754357736658622|0|3729.0|0
0|2020-01-19|3589.0|0|140.0|0|3.754357736658622|0|3729.0|0
0|2020-01-20|3589.0|0|140.0|0|3.754357736658622|0|3729.0|0
0|2020-01-21|3589.0|0|140.0|0|3.754357736658622|0|3729.0|0
0|2020-01-22|3589.0|0|140.0|0|3.754357736658622|0|3729.0|0
0|2020-01-23|3589.0|0|140.0|0|3.754357736658622|0|3729.0|0
0|2020-01-24|3589.0|0|140.0|0|3.754357736658622|0|3729.0|0
0|2020-01-25|3589.0|0|140.0|0|3.754357736658622|0|3729.0|0
0|2020-01-26|3589.0|0|140.0|0|3.754357736658622|0|3729.0|0
0|2020-01-27|3589.0|0|140.0|0|3.754357736658622|0|3729.0|0
0|2020-01-28|3589.0|0|140.0|0|3.754357736658622|0|3729.0|0
0|2020-01-29|3589.0|0|140.0|0|3.754357736658622|0|3729.0|0
0|2020-01-30|3589.0|0|140.0|0|3.754357736658622|0|3729.0|0
0|2020-01-31|3589.0|0|140.0|0|3.754357736658622|0|3729.0|0
0|2020-02-01|3609.0|0|134.0|0|3.580016029922522|0|3743.0|0
0|2020-02-02|3609.0|0|134.0|0|3.580016029922522|0|3743.0|0
0|2020-02-03|3609.0|0|134.0|0|3.580016029922522|0|3743.0|0
0|2020-02-04|3609.0|0|134.0|0|3.580016029922522|0|3743.0|0
0|2020-02-05|3609.0|0|134.0|0|3.580016029922522|0|3743.0|0
0|2020-02-06|3609.0|0|134.0|0|3.580016029922522|0|3743.0|0
0|2020-02-07|3609.0|0|134.0|0|3.580016029922522|0|3743.0|0
0|2020-02-08|3609.0|0|134.0|0|3.580016029922522|0|3743.0|0
0|2020-02-09|3609.0|0|134.0|0|3.580016029922522|0|3743.0|0
0|2020-02-10|3609.0|0|134.0|0|3.580016029922522|0|3743.0|0
0|2020-02-11|3609.0|0|134.0|0|3.580016029922522|0|3743.0|0
0|2020-02-12|3609.0|0|134.0|0|3.580016029922522|0|3743.0|0
0|2020-02-13|3609.0|0|134.0|0|3.580016029922522|0|3743.0|0
0|2020-02-14|3609.0|0|134.0|0|3.580016029922522|0|3743.0|0
0|2020-02-15|3609.0|0|134.0|0|3.580016029922522|0|3743.0|0
0|2020-02-16|3609.0|0|134.0|0|3.580016029922522|0|3743.0|0
