|dates|Houghton_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Houghton_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Houghton_Michigan_UnitedStates.Male_Total_Population.data|Houghton_Michigan_UnitedStates.Male_Total_Population.missing|Houghton_Michigan_UnitedStates.Female_Total_Population.data|Houghton_Michigan_UnitedStates.Female_Total_Population.missing|Houghton_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Houghton_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6338.0|0|19588.0|0|16631.0|0|7236.0|0
