|dates|Lee_Virginia_UnitedStates.BLS_EmployedPopulation.data|Lee_Virginia_UnitedStates.BLS_EmployedPopulation.missing|Lee_Virginia_UnitedStates.BLS_UnemployedPopulation.data|Lee_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|Lee_Virginia_UnitedStates.BLS_UnemploymentRate.data|Lee_Virginia_UnitedStates.BLS_UnemploymentRate.missing|Lee_Virginia_UnitedStates.BLS_LaborForcePopulation.data|Lee_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|7929.0|0|347.0|0|4.192846785886902|0|8276.0|0
