|dates|Sumner_Kansas_UnitedStates.AveragePrecipitationTotal.data|Sumner_Kansas_UnitedStates.AveragePrecipitationTotal.missing|Sumner_Kansas_UnitedStates.AveragePrecipitation.data|Sumner_Kansas_UnitedStates.AveragePrecipitation.missing|Sumner_Kansas_UnitedStates.AverageWindDirection.data|Sumner_Kansas_UnitedStates.AverageWindDirection.missing|Sumner_Kansas_UnitedStates.AverageWindSpeed.data|Sumner_Kansas_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|173.33333333333334|0|11.958333333333334|0
0|2020-01-02|0.0|0|0.0|0|195.625|0|6.041666666666667|0
0|2020-01-03|0.0|0|0.0|0|317.22222222222223|0|10.472222222222223|0
0|2020-01-04|0.0|0|0.0|0|206.25|0|6.916666666666667|0
0|2020-01-05|0.0|0|0.0|0|154.58333333333334|0|8.0|0
0|2020-01-06|0.0|0|0.0|0|168.33333333333334|0|5.875|0
0|2020-01-07|0.0|0|0.0|0|157.5|0|5.041666666666667|0
0|2020-01-08|0.0|0|0.0|0|163.75|0|15.791666666666666|0
0|2020-01-09|0.0|0|0.0025|0|163.54166666666666|0|13.979166666666666|0
0|2020-01-10|0.00125|0|0.0036111111111111114|0|238.29861111111111|0|16.118055555555554|0
0|2020-01-11|0.001979166666666667|0|0.001958333333333333|0|252.0|0|10.822916666666666|0
0|2020-01-12|0.0008333333333333334|0|0.0|0|154.79166666666666|0|9.5625|0
0|2020-01-13|0.0|0|0.0|0|149.79166666666666|0|11.270833333333334|0
0|2020-01-14|0.0|0|0.0|0|143.125|0|9.875|0
0|2020-01-15|0.0|0|0.0|0|164.0277777777778|0|14.180555555555557|0
0|2020-01-16|0.0|0|0.0|0|50.0|0|12.5|0
0|2020-01-17|0.003541666666666667|0|0.010750000000000001|0|149.18749999999997|0|16.08125|0
0|2020-01-18|0.0027083333333333334|0|0.0|0|292.7083333333333|0|12.125|0
0|2020-01-19|0.0|0|0.0|0|127.91666666666667|0|6.0|0
0|2020-01-20|0.0|0|0.0|0|114.16666666666667|0|5.375|0
0|2020-01-21|0.0|0|0.0|0|127.5|0|10.125|0
0|2020-01-22|0.010416666666666666|0|0.008680555555555556|0|169.09722222222223|0|16.04513888888889|0
0|2020-01-23|0.0005555555555555556|0|0.003159722222222222|0|283.15972222222223|0|12.663194444444445|0
0|2020-01-24|0.004166666666666667|0|0.0|0|261.0416666666667|0|10.291666666666666|0
0|2020-01-25|0.0|0|0.0|0|82.08333333333333|0|4.791666666666667|0
0|2020-01-26|0.0|0|0.0|0|167.5|0|3.0416666666666665|0
0|2020-01-27|0.0|0|0.0|0|65.20833333333333|0|7.041666666666667|0
0|2020-01-28|0.0|0|0.005138888888888888|0|47.118055555555564|0|13.489583333333336|0
0|2020-01-29|0.007083333333333334|0|0.0004166666666666667|0|191.66666666666666|0|7.201388888888889|0
0|2020-01-30|0.0|0|0.0|0|132.98611111111111|0|4.333333333333333|0
0|2020-01-31|0.0|0|0.0|0|204.16666666666666|0|5.916666666666667|0
0|2020-02-01|0.0|0|0.0|0|121.25|0|4.291666666666667|0
0|2020-02-02|0.0|0|0.0|0|161.66666666666666|0|5.5|0
0|2020-02-03|0.0|0|0.0|0|239.16666666666666|0|16.5|0
0|2020-02-04|0.0008333333333333334|0|0.0016666666666666668|0|110.9375|0|14.025|0
0|2020-02-05|0.0|0|0.0|0|263.9583333333333|0|11.472222222222221|0
0|2020-02-06|0.0|0|0.0|0|202.08333333333334|0|5.041666666666667|0
0|2020-02-07|0.0|0|0.0|0|170.41666666666666|0|6.416666666666667|0
0|2020-02-08|0.0|0|0.0|0|113.33333333333333|0|8.791666666666666|0
0|2020-02-09|0.0|0|0.0|0|250.36111111111111|0|16.105555555555554|0
0|2020-02-10|0.0|0|0.0|0|90.83333333333333|0|8.375|0
0|2020-02-11|0.0|0|0.0|0|121.66666666666667|0|7.583333333333333|0
0|2020-02-12|0.001388888888888889|0|0.011440972222222222|0|181.4236111111111|0|6.822916666666667|0
0|2020-02-13|0.009583333333333334|0|0.0|0|164.16666666666666|0|13.875|0
0|2020-02-14|0.0|0|0.0|0|132.5|0|9.666666666666666|0
0|2020-02-15|0.0|0|0.0|0|164.16666666666666|0|10.791666666666666|0
0|2020-02-16|0.0|0|0.0|0|100.41666666666667|0|5.270833333333333|0
0|2020-02-17|0.0|0|0.0|0|131.05555555555554|0|10.4|0
0|2020-02-18|0.0|0|0.0|0|110.83333333333333|0|12.833333333333334|0
0|2020-02-19|0.0|0|0.0|0|65.0|0|8.666666666666666|0
0|2020-02-20|0.0|0|0.0|0|70.53571428571429|0|11.92063492063492|0
0|2020-02-21|0.0|0|0.0|0|126.25|0|7.0|0
0|2020-02-22|0.0|0|0.0|0|180.83333333333334|0|12.583333333333334|0
0|2020-02-23|0.0|0|0.03434027777777778|0|144.13194444444443|0|9.89236111111111|0
0|2020-02-24|0.021875000000000002|0|0.008125|0|196.35416666666666|0|11.875|0
0|2020-02-25|0.001875|0|0.00020833333333333335|0|216.11111111111111|0|10.180555555555555|0
0|2020-02-26|0.0004166666666666667|0|0.0|0|269.72222222222223|0|13.111111111111109|0
0|2020-02-27|0.0|0|0.0|0|256.875|0|10.645833333333334|0
0|2020-02-28|0.0|0|0.0|0|225.0|0|7.166666666666667|0
0|2020-02-29|0.0|0|0.0|0|127.5|0|10.791666666666666|0
0|2020-03-01|0.0|0|0.0|0|134.16666666666666|0|10.041666666666666|0
0|2020-03-02|0.0|0|0.0|0|83.54166666666667|0|9.208333333333334|0
0|2020-03-03|0.0|0|0.0|0|68.75|0|1.9583333333333333|0
0|2020-03-04|0.0|0|0.0|0|84.16666666666667|0|4.458333333333333|0
0|2020-03-05|0.0|0|0.0|0|249.58333333333334|0|11.458333333333334|0
0|2020-03-06|0.0|0|0.0|0|138.75|0|6.5|0
0|2020-03-07|0.0|0|0.0|0|165.41666666666666|0|15.958333333333334|0
0|2020-03-08|0.0|0|0.008124999999999999|0|174.8611111111111|0|20.479166666666668|0
0|2020-03-09|0.006666666666666667|0|0.013194444444444448|0|241.25|0|15.534722222222223|0
0|2020-03-10|0.00125|0|0.0|0|99.23611111111113|0|7.208333333333333|0
0|2020-03-11|0.0|0|0.0|0|112.91666666666667|0|7.395833333333333|0
0|2020-03-12|0.0|0|0.0|0|215.41666666666666|0|13.583333333333334|0
0|2020-03-13|0.0|0|0.002916666666666667|0|65.0|0|14.666666666666666|0
