|dates|PearlRiver_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|PearlRiver_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|PearlRiver_Mississippi_UnitedStates.Male_Total_Population.data|PearlRiver_Mississippi_UnitedStates.Male_Total_Population.missing|PearlRiver_Mississippi_UnitedStates.Female_Total_Population.data|PearlRiver_Mississippi_UnitedStates.Female_Total_Population.missing|PearlRiver_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|PearlRiver_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10395.0|0|27264.0|0|28123.0|0|12517.0|0
