|dates|Newton_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Newton_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Newton_Georgia_UnitedStates.Male_Total_Population.data|Newton_Georgia_UnitedStates.Male_Total_Population.missing|Newton_Georgia_UnitedStates.Female_Total_Population.data|Newton_Georgia_UnitedStates.Female_Total_Population.missing|Newton_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Newton_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14261.0|0|51731.0|0|57810.0|0|28413.0|0
