|dates|Lee_Kentucky_UnitedStates.BLS_EmployedPopulation.data|Lee_Kentucky_UnitedStates.BLS_EmployedPopulation.missing|Lee_Kentucky_UnitedStates.BLS_UnemployedPopulation.data|Lee_Kentucky_UnitedStates.BLS_UnemployedPopulation.missing|Lee_Kentucky_UnitedStates.BLS_UnemploymentRate.data|Lee_Kentucky_UnitedStates.BLS_UnemploymentRate.missing|Lee_Kentucky_UnitedStates.BLS_LaborForcePopulation.data|Lee_Kentucky_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-22|1969.0|0|136.5|0|6.48302066017573|0|2105.5|0
0|2020-01-23|1969.0|0|136.5|0|6.48302066017573|0|2105.5|0
0|2020-01-24|1969.0|0|136.5|0|6.48302066017573|0|2105.5|0
0|2020-01-25|1969.0|0|136.5|0|6.48302066017573|0|2105.5|0
0|2020-01-26|1969.0|0|136.5|0|6.48302066017573|0|2105.5|0
0|2020-01-27|1969.0|0|136.5|0|6.48302066017573|0|2105.5|0
0|2020-01-28|1969.0|0|136.5|0|6.48302066017573|0|2105.5|0
0|2020-01-29|1969.0|0|136.5|0|6.48302066017573|0|2105.5|0
0|2020-01-30|1969.0|0|136.5|0|6.48302066017573|0|2105.5|0
0|2020-01-31|1969.0|0|136.5|0|6.48302066017573|0|2105.5|0
0|2020-02-01|1981.0|0|134.0|0|6.335697399527187|0|2115.0|0
0|2020-02-02|1981.0|0|134.0|0|6.335697399527187|0|2115.0|0
0|2020-02-03|1981.0|0|134.0|0|6.335697399527187|0|2115.0|0
0|2020-02-04|1981.0|0|134.0|0|6.335697399527187|0|2115.0|0
0|2020-02-05|1981.0|0|134.0|0|6.335697399527187|0|2115.0|0
0|2020-02-06|1981.0|0|134.0|0|6.335697399527187|0|2115.0|0
0|2020-02-07|1981.0|0|134.0|0|6.335697399527187|0|2115.0|0
0|2020-02-08|1981.0|0|134.0|0|6.335697399527187|0|2115.0|0
0|2020-02-09|1981.0|0|134.0|0|6.335697399527187|0|2115.0|0
0|2020-02-10|1981.0|0|134.0|0|6.335697399527187|0|2115.0|0
0|2020-02-11|1981.0|0|134.0|0|6.335697399527187|0|2115.0|0
0|2020-02-12|1981.0|0|134.0|0|6.335697399527187|0|2115.0|0
0|2020-02-13|1981.0|0|134.0|0|6.335697399527187|0|2115.0|0
0|2020-02-14|1981.0|0|134.0|0|6.335697399527187|0|2115.0|0
0|2020-02-15|1981.0|0|134.0|0|6.335697399527187|0|2115.0|0
0|2020-02-16|1981.0|0|134.0|0|6.335697399527187|0|2115.0|0
0|2020-02-17|1981.0|0|134.0|0|6.335697399527187|0|2115.0|0
0|2020-02-18|1981.0|0|134.0|0|6.335697399527187|0|2115.0|0
0|2020-02-19|1981.0|0|134.0|0|6.335697399527187|0|2115.0|0
0|2020-02-20|1981.0|0|134.0|0|6.335697399527187|0|2115.0|0
0|2020-02-21|1981.0|0|134.0|0|6.335697399527187|0|2115.0|0
0|2020-02-22|1981.0|0|134.0|0|6.335697399527187|0|2115.0|0
0|2020-02-23|1981.0|0|134.0|0|6.335697399527187|0|2115.0|0
0|2020-02-24|1981.0|0|134.0|0|6.335697399527187|0|2115.0|0
0|2020-02-25|1981.0|0|134.0|0|6.335697399527187|0|2115.0|0
0|2020-02-26|1981.0|0|134.0|0|6.335697399527187|0|2115.0|0
0|2020-02-27|1981.0|0|134.0|0|6.335697399527187|0|2115.0|0
0|2020-02-28|1981.0|0|134.0|0|6.335697399527187|0|2115.0|0
0|2020-02-29|1981.0|0|134.0|0|6.335697399527187|0|2115.0|0
0|2020-03-01|1962.0|0|158.5|0|7.47465220466871|0|2120.5|0
0|2020-03-02|1962.0|0|158.5|0|7.47465220466871|0|2120.5|0
0|2020-03-03|1962.0|0|158.5|0|7.47465220466871|0|2120.5|0
0|2020-03-04|1962.0|0|158.5|0|7.47465220466871|0|2120.5|0
0|2020-03-05|1962.0|0|158.5|0|7.47465220466871|0|2120.5|0
0|2020-03-06|1962.0|0|158.5|0|7.47465220466871|0|2120.5|0
0|2020-03-07|1962.0|0|158.5|0|7.47465220466871|0|2120.5|0
0|2020-03-08|1962.0|0|158.5|0|7.47465220466871|0|2120.5|0
0|2020-03-09|1962.0|0|158.5|0|7.47465220466871|0|2120.5|0
0|2020-03-10|1962.0|0|158.5|0|7.47465220466871|0|2120.5|0
0|2020-03-11|1962.0|0|158.5|0|7.47465220466871|0|2120.5|0
0|2020-03-12|1962.0|0|158.5|0|7.47465220466871|0|2120.5|0
0|2020-03-13|1962.0|0|158.5|0|7.47465220466871|0|2120.5|0
0|2020-03-14|1962.0|0|158.5|0|7.47465220466871|0|2120.5|0
0|2020-03-15|1962.0|0|158.5|0|7.47465220466871|0|2120.5|0
0|2020-03-16|1962.0|0|158.5|0|7.47465220466871|0|2120.5|0
0|2020-03-17|1962.0|0|158.5|0|7.47465220466871|0|2120.5|0
0|2020-03-18|1962.0|0|158.5|0|7.47465220466871|0|2120.5|0
0|2020-03-19|1962.0|0|158.5|0|7.47465220466871|0|2120.5|0
0|2020-03-20|1962.0|0|158.5|0|7.47465220466871|0|2120.5|0
0|2020-03-21|1962.0|0|158.5|0|7.47465220466871|0|2120.5|0
0|2020-03-22|1962.0|0|158.5|0|7.47465220466871|0|2120.5|0
0|2020-03-23|1962.0|0|158.5|0|7.47465220466871|0|2120.5|0
0|2020-03-24|1962.0|0|158.5|0|7.47465220466871|0|2120.5|0
0|2020-03-25|1962.0|0|158.5|0|7.47465220466871|0|2120.5|0
0|2020-03-26|1962.0|0|158.5|0|7.47465220466871|0|2120.5|0
0|2020-03-27|1962.0|0|158.5|0|7.47465220466871|0|2120.5|0
0|2020-03-28|1962.0|0|158.5|0|7.47465220466871|0|2120.5|0
0|2020-03-29|1962.0|0|158.5|0|7.47465220466871|0|2120.5|0
0|2020-03-30|1962.0|0|158.5|0|7.47465220466871|0|2120.5|0
0|2020-03-31|1962.0|0|158.5|0|7.47465220466871|0|2120.5|0
0|2020-04-01|1872.0|0|287.5|0|13.313266959944432|0|2159.5|0
0|2020-04-02|1872.0|0|287.5|0|13.313266959944432|0|2159.5|0
0|2020-04-03|1872.0|0|287.5|0|13.313266959944432|0|2159.5|0
0|2020-04-04|1872.0|0|287.5|0|13.313266959944432|0|2159.5|0
0|2020-04-05|1872.0|0|287.5|0|13.313266959944432|0|2159.5|0
0|2020-04-06|1872.0|0|287.5|0|13.313266959944432|0|2159.5|0
0|2020-04-07|1872.0|0|287.5|0|13.313266959944432|0|2159.5|0
0|2020-04-08|1872.0|0|287.5|0|13.313266959944432|0|2159.5|0
0|2020-04-09|1872.0|0|287.5|0|13.313266959944432|0|2159.5|0
0|2020-04-10|1872.0|0|287.5|0|13.313266959944432|0|2159.5|0
0|2020-04-11|1872.0|0|287.5|0|13.313266959944432|0|2159.5|0
0|2020-04-12|1872.0|0|287.5|0|13.313266959944432|0|2159.5|0
0|2020-04-13|1872.0|0|287.5|0|13.313266959944432|0|2159.5|0
0|2020-04-14|1872.0|0|287.5|0|13.313266959944432|0|2159.5|0
0|2020-04-15|1872.0|0|287.5|0|13.313266959944432|0|2159.5|0
0|2020-04-16|1872.0|0|287.5|0|13.313266959944432|0|2159.5|0
0|2020-04-17|1872.0|0|287.5|0|13.313266959944432|0|2159.5|0
0|2020-04-18|1872.0|0|287.5|0|13.313266959944432|0|2159.5|0
0|2020-04-19|1872.0|0|287.5|0|13.313266959944432|0|2159.5|0
0|2020-04-20|1872.0|0|287.5|0|13.313266959944432|0|2159.5|0
0|2020-04-21|1872.0|0|287.5|0|13.313266959944432|0|2159.5|0
0|2020-04-22|1872.0|0|287.5|0|13.313266959944432|0|2159.5|0
0|2020-04-23|1872.0|0|287.5|0|13.313266959944432|0|2159.5|0
0|2020-04-24|1872.0|0|287.5|0|13.313266959944432|0|2159.5|0
0|2020-04-25|1872.0|0|287.5|0|13.313266959944432|0|2159.5|0
0|2020-04-26|1872.0|0|287.5|0|13.313266959944432|0|2159.5|0
0|2020-04-27|1872.0|0|287.5|0|13.313266959944432|0|2159.5|0
0|2020-04-28|1872.0|0|287.5|0|13.313266959944432|0|2159.5|0
0|2020-04-29|1872.0|0|287.5|0|13.313266959944432|0|2159.5|0
0|2020-04-30|1872.0|0|287.5|0|13.313266959944432|0|2159.5|0
0|2020-05-01|1956.0|0|225.0|0|10.31636863823934|0|2181.0|0
0|2020-05-02|1956.0|0|225.0|0|10.31636863823934|0|2181.0|0
0|2020-05-03|1956.0|0|225.0|0|10.31636863823934|0|2181.0|0
0|2020-05-04|1956.0|0|225.0|0|10.31636863823934|0|2181.0|0
0|2020-05-05|1956.0|0|225.0|0|10.31636863823934|0|2181.0|0
0|2020-05-06|1956.0|0|225.0|0|10.31636863823934|0|2181.0|0
0|2020-05-07|1956.0|0|225.0|0|10.31636863823934|0|2181.0|0
0|2020-05-08|1956.0|0|225.0|0|10.31636863823934|0|2181.0|0
0|2020-05-09|1956.0|0|225.0|0|10.31636863823934|0|2181.0|0
0|2020-05-10|1956.0|0|225.0|0|10.31636863823934|0|2181.0|0
0|2020-05-11|1956.0|0|225.0|0|10.31636863823934|0|2181.0|0
0|2020-05-12|1956.0|0|225.0|0|10.31636863823934|0|2181.0|0
0|2020-05-13|1956.0|0|225.0|0|10.31636863823934|0|2181.0|0
0|2020-05-14|1956.0|0|225.0|0|10.31636863823934|0|2181.0|0
0|2020-05-15|1956.0|0|225.0|0|10.31636863823934|0|2181.0|0
0|2020-05-16|1956.0|0|225.0|0|10.31636863823934|0|2181.0|0
0|2020-05-17|1956.0|0|225.0|0|10.31636863823934|0|2181.0|0
0|2020-05-18|1956.0|0|225.0|0|10.31636863823934|0|2181.0|0
0|2020-05-19|1956.0|0|225.0|0|10.31636863823934|0|2181.0|0
0|2020-05-20|1956.0|0|225.0|0|10.31636863823934|0|2181.0|0
0|2020-05-21|1956.0|0|225.0|0|10.31636863823934|0|2181.0|0
0|2020-05-22|1956.0|0|225.0|0|10.31636863823934|0|2181.0|0
0|2020-05-23|1956.0|0|225.0|0|10.31636863823934|0|2181.0|0
0|2020-05-24|1956.0|0|225.0|0|10.31636863823934|0|2181.0|0
0|2020-05-25|1956.0|0|225.0|0|10.31636863823934|0|2181.0|0
0|2020-05-26|1956.0|0|225.0|0|10.31636863823934|0|2181.0|0
0|2020-05-27|1956.0|0|225.0|0|10.31636863823934|0|2181.0|0
0|2020-05-28|1956.0|0|225.0|0|10.31636863823934|0|2181.0|0
0|2020-05-29|1956.0|0|225.0|0|10.31636863823934|0|2181.0|0
0|2020-05-30|1956.0|0|225.0|0|10.31636863823934|0|2181.0|0
0|2020-05-31|1956.0|0|225.0|0|10.31636863823934|0|2181.0|0
0|2020-06-01|1908.0|0|125.0|0|6.148548942449582|0|2033.0|0
0|2020-06-02|1908.0|0|125.0|0|6.148548942449582|0|2033.0|0
0|2020-06-03|1908.0|0|125.0|0|6.148548942449582|0|2033.0|0
0|2020-06-04|1908.0|0|125.0|0|6.148548942449582|0|2033.0|0
0|2020-06-05|1908.0|0|125.0|0|6.148548942449582|0|2033.0|0
0|2020-06-06|1908.0|0|125.0|0|6.148548942449582|0|2033.0|0
0|2020-06-07|1908.0|0|125.0|0|6.148548942449582|0|2033.0|0
0|2020-06-08|1908.0|0|125.0|0|6.148548942449582|0|2033.0|0
0|2020-06-09|1908.0|0|125.0|0|6.148548942449582|0|2033.0|0
0|2020-06-10|1908.0|0|125.0|0|6.148548942449582|0|2033.0|0
0|2020-06-11|1908.0|0|125.0|0|6.148548942449582|0|2033.0|0
0|2020-06-12|1908.0|0|125.0|0|6.148548942449582|0|2033.0|0
0|2020-06-13|1908.0|0|125.0|0|6.148548942449582|0|2033.0|0
0|2020-06-14|1908.0|0|125.0|0|6.148548942449582|0|2033.0|0
0|2020-06-15|1908.0|0|125.0|0|6.148548942449582|0|2033.0|0
0|2020-06-16|1908.0|0|125.0|0|6.148548942449582|0|2033.0|0
0|2020-06-17|1908.0|0|125.0|0|6.148548942449582|0|2033.0|0
0|2020-06-18|1908.0|0|125.0|0|6.148548942449582|0|2033.0|0
0|2020-06-19|1908.0|0|125.0|0|6.148548942449582|0|2033.0|0
0|2020-06-20|1908.0|0|125.0|0|6.148548942449582|0|2033.0|0
0|2020-06-21|1908.0|0|125.0|0|6.148548942449582|0|2033.0|0
0|2020-06-22|1908.0|0|125.0|0|6.148548942449582|0|2033.0|0
0|2020-06-23|1908.0|0|125.0|0|6.148548942449582|0|2033.0|0
0|2020-06-24|1908.0|0|125.0|0|6.148548942449582|0|2033.0|0
0|2020-06-25|1908.0|0|125.0|0|6.148548942449582|0|2033.0|0
0|2020-06-26|1908.0|0|125.0|0|6.148548942449582|0|2033.0|0
0|2020-06-27|1908.0|0|125.0|0|6.148548942449582|0|2033.0|0
0|2020-06-28|1908.0|0|125.0|0|6.148548942449582|0|2033.0|0
0|2020-06-29|1908.0|0|125.0|0|6.148548942449582|0|2033.0|0
0|2020-06-30|1908.0|0|125.0|0|6.148548942449582|0|2033.0|0
0|2020-07-01|1886.0|0|129.0|0|6.401985111662531|0|2015.0|0
0|2020-07-02|1886.0|0|129.0|0|6.401985111662531|0|2015.0|0
0|2020-07-03|1886.0|0|129.0|0|6.401985111662531|0|2015.0|0
0|2020-07-04|1886.0|0|129.0|0|6.401985111662531|0|2015.0|0
0|2020-07-05|1886.0|0|129.0|0|6.401985111662531|0|2015.0|0
0|2020-07-06|1886.0|0|129.0|0|6.401985111662531|0|2015.0|0
0|2020-07-07|1886.0|0|129.0|0|6.401985111662531|0|2015.0|0
0|2020-07-08|1886.0|0|129.0|0|6.401985111662531|0|2015.0|0
0|2020-07-09|1886.0|0|129.0|0|6.401985111662531|0|2015.0|0
0|2020-07-10|1886.0|0|129.0|0|6.401985111662531|0|2015.0|0
0|2020-07-11|1886.0|0|129.0|0|6.401985111662531|0|2015.0|0
0|2020-07-12|1886.0|0|129.0|0|6.401985111662531|0|2015.0|0
0|2020-07-13|1886.0|0|129.0|0|6.401985111662531|0|2015.0|0
0|2020-07-14|1886.0|0|129.0|0|6.401985111662531|0|2015.0|0
0|2020-07-15|1886.0|0|129.0|0|6.401985111662531|0|2015.0|0
0|2020-07-16|1886.0|0|129.0|0|6.401985111662531|0|2015.0|0
0|2020-07-17|1886.0|0|129.0|0|6.401985111662531|0|2015.0|0
0|2020-07-18|1886.0|0|129.0|0|6.401985111662531|0|2015.0|0
0|2020-07-19|1886.0|0|129.0|0|6.401985111662531|0|2015.0|0
0|2020-07-20|1886.0|0|129.0|0|6.401985111662531|0|2015.0|0
0|2020-07-21|1886.0|0|129.0|0|6.401985111662531|0|2015.0|0
0|2020-07-22|1886.0|0|129.0|0|6.401985111662531|0|2015.0|0
0|2020-07-23|1886.0|0|129.0|0|6.401985111662531|0|2015.0|0
0|2020-07-24|1886.0|0|129.0|0|6.401985111662531|0|2015.0|0
0|2020-07-25|1886.0|0|129.0|0|6.401985111662531|0|2015.0|0
0|2020-07-26|1886.0|0|129.0|0|6.401985111662531|0|2015.0|0
0|2020-07-27|1886.0|0|129.0|0|6.401985111662531|0|2015.0|0
0|2020-07-28|1886.0|0|129.0|0|6.401985111662531|0|2015.0|0
0|2020-07-29|1886.0|0|129.0|0|6.401985111662531|0|2015.0|0
0|2020-07-30|1886.0|0|129.0|0|6.401985111662531|0|2015.0|0
0|2020-07-31|1886.0|0|129.0|0|6.401985111662531|0|2015.0|0
0|2020-08-01|1879.0|0|105.0|0|5.292338709677419|0|1984.0|0
0|2020-08-02|1879.0|0|105.0|0|5.292338709677419|0|1984.0|0
0|2020-08-03|1879.0|0|105.0|0|5.292338709677419|0|1984.0|0
0|2020-08-04|1879.0|0|105.0|0|5.292338709677419|0|1984.0|0
0|2020-08-05|1879.0|0|105.0|0|5.292338709677419|0|1984.0|0
0|2020-08-06|1879.0|0|105.0|0|5.292338709677419|0|1984.0|0
0|2020-08-07|1879.0|0|105.0|0|5.292338709677419|0|1984.0|0
0|2020-08-08|1879.0|0|105.0|0|5.292338709677419|0|1984.0|0
0|2020-08-09|1879.0|0|105.0|0|5.292338709677419|0|1984.0|0
0|2020-08-10|1879.0|0|105.0|0|5.292338709677419|0|1984.0|0
0|2020-08-11|1879.0|0|105.0|0|5.292338709677419|0|1984.0|0
0|2020-08-12|1879.0|0|105.0|0|5.292338709677419|0|1984.0|0
0|2020-08-13|1879.0|0|105.0|0|5.292338709677419|0|1984.0|0
0|2020-08-14|1879.0|0|105.0|0|5.292338709677419|0|1984.0|0
0|2020-08-15|1879.0|0|105.0|0|5.292338709677419|0|1984.0|0
0|2020-08-16|1879.0|0|105.0|0|5.292338709677419|0|1984.0|0
0|2020-08-17|1879.0|0|105.0|0|5.292338709677419|0|1984.0|0
0|2020-08-18|1879.0|0|105.0|0|5.292338709677419|0|1984.0|0
0|2020-08-19|1879.0|0|105.0|0|5.292338709677419|0|1984.0|0
0|2020-08-20|1879.0|0|105.0|0|5.292338709677419|0|1984.0|0
0|2020-08-21|1879.0|0|105.0|0|5.292338709677419|0|1984.0|0
0|2020-08-22|1879.0|0|105.0|0|5.292338709677419|0|1984.0|0
0|2020-08-23|1879.0|0|105.0|0|5.292338709677419|0|1984.0|0
0|2020-08-24|1879.0|0|105.0|0|5.292338709677419|0|1984.0|0
0|2020-08-25|1879.0|0|105.0|0|5.292338709677419|0|1984.0|0
0|2020-08-26|1879.0|0|105.0|0|5.292338709677419|0|1984.0|0
0|2020-08-27|1879.0|0|105.0|0|5.292338709677419|0|1984.0|0
0|2020-08-28|1879.0|0|105.0|0|5.292338709677419|0|1984.0|0
0|2020-08-29|1879.0|0|105.0|0|5.292338709677419|0|1984.0|0
0|2020-08-30|1879.0|0|105.0|0|5.292338709677419|0|1984.0|0
0|2020-08-31|1879.0|0|105.0|0|5.292338709677419|0|1984.0|0
0|2020-09-01|1862.0|0|97.0|0|4.951505870342011|0|1959.0|0
0|2020-09-02|1862.0|0|97.0|0|4.951505870342011|0|1959.0|0
0|2020-09-03|1862.0|0|97.0|0|4.951505870342011|0|1959.0|0
0|2020-09-04|1862.0|0|97.0|0|4.951505870342011|0|1959.0|0
0|2020-09-05|1862.0|0|97.0|0|4.951505870342011|0|1959.0|0
0|2020-09-06|1862.0|0|97.0|0|4.951505870342011|0|1959.0|0
0|2020-09-07|1862.0|0|97.0|0|4.951505870342011|0|1959.0|0
0|2020-09-08|1862.0|0|97.0|0|4.951505870342011|0|1959.0|0
0|2020-09-09|1862.0|0|97.0|0|4.951505870342011|0|1959.0|0
0|2020-09-10|1862.0|0|97.0|0|4.951505870342011|0|1959.0|0
0|2020-09-11|1862.0|0|97.0|0|4.951505870342011|0|1959.0|0
0|2020-09-12|1862.0|0|97.0|0|4.951505870342011|0|1959.0|0
0|2020-09-13|1862.0|0|97.0|0|4.951505870342011|0|1959.0|0
0|2020-09-14|1862.0|0|97.0|0|4.951505870342011|0|1959.0|0
0|2020-09-15|1862.0|0|97.0|0|4.951505870342011|0|1959.0|0
0|2020-09-16|1862.0|0|97.0|0|4.951505870342011|0|1959.0|0
0|2020-09-17|1862.0|0|97.0|0|4.951505870342011|0|1959.0|0
0|2020-09-18|1862.0|0|97.0|0|4.951505870342011|0|1959.0|0
0|2020-09-19|1862.0|0|97.0|0|4.951505870342011|0|1959.0|0
0|2020-09-20|1862.0|0|97.0|0|4.951505870342011|0|1959.0|0
0|2020-09-21|1862.0|0|97.0|0|4.951505870342011|0|1959.0|0
0|2020-09-22|1862.0|0|97.0|0|4.951505870342011|0|1959.0|0
0|2020-09-23|1862.0|0|97.0|0|4.951505870342011|0|1959.0|0
0|2020-09-24|1862.0|0|97.0|0|4.951505870342011|0|1959.0|0
0|2020-09-25|1862.0|0|97.0|0|4.951505870342011|0|1959.0|0
0|2020-09-26|1862.0|0|97.0|0|4.951505870342011|0|1959.0|0
0|2020-09-27|1862.0|0|97.0|0|4.951505870342011|0|1959.0|0
0|2020-09-28|1862.0|0|97.0|0|4.951505870342011|0|1959.0|0
0|2020-09-29|1862.0|0|97.0|0|4.951505870342011|0|1959.0|0
0|2020-09-30|1862.0|0|97.0|0|4.951505870342011|0|1959.0|0
0|2020-10-01|1871.0|0|96.0|0|4.880528723945094|0|1967.0|0
0|2020-10-02|1871.0|0|96.0|0|4.880528723945094|0|1967.0|0
0|2020-10-03|1871.0|0|96.0|0|4.880528723945094|0|1967.0|0
0|2020-10-04|1871.0|0|96.0|0|4.880528723945094|0|1967.0|0
0|2020-10-05|1871.0|0|96.0|0|4.880528723945094|0|1967.0|0
0|2020-10-06|1871.0|0|96.0|0|4.880528723945094|0|1967.0|0
0|2020-10-07|1871.0|0|96.0|0|4.880528723945094|0|1967.0|0
0|2020-10-08|1871.0|0|96.0|0|4.880528723945094|0|1967.0|0
0|2020-10-09|1871.0|0|96.0|0|4.880528723945094|0|1967.0|0
0|2020-10-10|1871.0|0|96.0|0|4.880528723945094|0|1967.0|0
0|2020-10-11|1871.0|0|96.0|0|4.880528723945094|0|1967.0|0
0|2020-10-12|1871.0|0|96.0|0|4.880528723945094|0|1967.0|0
0|2020-10-13|1871.0|0|96.0|0|4.880528723945094|0|1967.0|0
0|2020-10-14|1871.0|0|96.0|0|4.880528723945094|0|1967.0|0
0|2020-10-15|1871.0|0|96.0|0|4.880528723945094|0|1967.0|0
0|2020-10-16|1871.0|0|96.0|0|4.880528723945094|0|1967.0|0
0|2020-10-17|1871.0|0|96.0|0|4.880528723945094|0|1967.0|0
0|2020-10-18|1871.0|0|96.0|0|4.880528723945094|0|1967.0|0
0|2020-10-19|1871.0|0|96.0|0|4.880528723945094|0|1967.0|0
0|2020-10-20|1871.0|0|96.0|0|4.880528723945094|0|1967.0|0
0|2020-10-21|1871.0|0|96.0|0|4.880528723945094|0|1967.0|0
0|2020-10-22|1871.0|0|96.0|0|4.880528723945094|0|1967.0|0
0|2020-10-23|1871.0|0|96.0|0|4.880528723945094|0|1967.0|0
0|2020-10-24|1871.0|0|96.0|0|4.880528723945094|0|1967.0|0
0|2020-10-25|1871.0|0|96.0|0|4.880528723945094|0|1967.0|0
0|2020-10-26|1871.0|0|96.0|0|4.880528723945094|0|1967.0|0
0|2020-10-27|1871.0|0|96.0|0|4.880528723945094|0|1967.0|0
0|2020-10-28|1871.0|0|96.0|0|4.880528723945094|0|1967.0|0
0|2020-10-29|1871.0|0|96.0|0|4.880528723945094|0|1967.0|0
0|2020-10-30|1871.0|0|96.0|0|4.880528723945094|0|1967.0|0
0|2020-10-31|1871.0|0|96.0|0|4.880528723945094|0|1967.0|0
0|2020-11-01|1848.0|0|110.0|0|5.617977528089888|0|1958.0|0
0|2020-11-02|1848.0|0|110.0|0|5.617977528089888|0|1958.0|0
0|2020-11-03|1848.0|0|110.0|0|5.617977528089888|0|1958.0|0
0|2020-11-04|1848.0|0|110.0|0|5.617977528089888|0|1958.0|0
0|2020-11-05|1848.0|0|110.0|0|5.617977528089888|0|1958.0|0
0|2020-11-06|1848.0|0|110.0|0|5.617977528089888|0|1958.0|0
0|2020-11-07|1848.0|0|110.0|0|5.617977528089888|0|1958.0|0
0|2020-11-08|1848.0|0|110.0|0|5.617977528089888|0|1958.0|0
0|2020-11-09|1848.0|0|110.0|0|5.617977528089888|0|1958.0|0
0|2020-11-10|1848.0|0|110.0|0|5.617977528089888|0|1958.0|0
0|2020-11-11|1848.0|0|110.0|0|5.617977528089888|0|1958.0|0
0|2020-11-12|1848.0|0|110.0|0|5.617977528089888|0|1958.0|0
0|2020-11-13|1848.0|0|110.0|0|5.617977528089888|0|1958.0|0
0|2020-11-14|1848.0|0|110.0|0|5.617977528089888|0|1958.0|0
0|2020-11-15|1848.0|0|110.0|0|5.617977528089888|0|1958.0|0
0|2020-11-16|1848.0|0|110.0|0|5.617977528089888|0|1958.0|0
0|2020-11-17|1848.0|0|110.0|0|5.617977528089888|0|1958.0|0
0|2020-11-18|1848.0|0|110.0|0|5.617977528089888|0|1958.0|0
0|2020-11-19|1848.0|0|110.0|0|5.617977528089888|0|1958.0|0
0|2020-11-20|1848.0|0|110.0|0|5.617977528089888|0|1958.0|0
0|2020-11-21|1848.0|0|110.0|0|5.617977528089888|0|1958.0|0
0|2020-11-22|1848.0|0|110.0|0|5.617977528089888|0|1958.0|0
0|2020-11-23|1848.0|0|110.0|0|5.617977528089888|0|1958.0|0
0|2020-11-24|1848.0|0|110.0|0|5.617977528089888|0|1958.0|0
0|2020-11-25|1848.0|0|110.0|0|5.617977528089888|0|1958.0|0
0|2020-11-26|1848.0|0|110.0|0|5.617977528089888|0|1958.0|0
0|2020-11-27|1848.0|0|110.0|0|5.617977528089888|0|1958.0|0
0|2020-11-28|1848.0|0|110.0|0|5.617977528089888|0|1958.0|0
0|2020-11-29|1848.0|0|110.0|0|5.617977528089888|0|1958.0|0
0|2020-11-30|1848.0|0|110.0|0|5.617977528089888|0|1958.0|0
0|2020-12-01|1824.0|0|120.0|0|6.172839506172839|0|1944.0|0
0|2020-12-02|1824.0|0|120.0|0|6.172839506172839|0|1944.0|0
0|2020-12-03|1824.0|0|120.0|0|6.172839506172839|0|1944.0|0
0|2020-12-04|1824.0|0|120.0|0|6.172839506172839|0|1944.0|0
0|2020-12-05|1824.0|0|120.0|0|6.172839506172839|0|1944.0|0
0|2020-12-06|1824.0|0|120.0|0|6.172839506172839|0|1944.0|0
0|2020-12-07|1824.0|0|120.0|0|6.172839506172839|0|1944.0|0
0|2020-12-08|1824.0|0|120.0|0|6.172839506172839|0|1944.0|0
0|2020-12-09|1824.0|0|120.0|0|6.172839506172839|0|1944.0|0
0|2020-12-10|1824.0|0|120.0|0|6.172839506172839|0|1944.0|0
