|dates|Warren_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Warren_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Warren_Ohio_UnitedStates.Male_Total_Population.data|Warren_Ohio_UnitedStates.Male_Total_Population.missing|Warren_Ohio_UnitedStates.Female_Total_Population.data|Warren_Ohio_UnitedStates.Female_Total_Population.missing|Warren_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Warren_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|33646.0|0|116699.0|0|115474.0|0|57270.0|0
