|dates|Crawford_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Crawford_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Crawford_Kansas_UnitedStates.Male_Total_Population.data|Crawford_Kansas_UnitedStates.Male_Total_Population.missing|Crawford_Kansas_UnitedStates.Female_Total_Population.data|Crawford_Kansas_UnitedStates.Female_Total_Population.missing|Crawford_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Crawford_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6055.0|0|19574.0|0|19445.0|0|8490.0|0
