|dates|Iron_Missouri_UnitedStates.BLS_EmployedPopulation.data|Iron_Missouri_UnitedStates.BLS_EmployedPopulation.missing|Iron_Missouri_UnitedStates.BLS_UnemployedPopulation.data|Iron_Missouri_UnitedStates.BLS_UnemployedPopulation.missing|Iron_Missouri_UnitedStates.BLS_UnemploymentRate.data|Iron_Missouri_UnitedStates.BLS_UnemploymentRate.missing|Iron_Missouri_UnitedStates.BLS_LaborForcePopulation.data|Iron_Missouri_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|3331.0|0|195.0|0|5.53034600113443|0|3526.0|0
