|dates|Grant_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Grant_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Grant_Arkansas_UnitedStates.Male_Total_Population.data|Grant_Arkansas_UnitedStates.Male_Total_Population.missing|Grant_Arkansas_UnitedStates.Female_Total_Population.data|Grant_Arkansas_UnitedStates.Female_Total_Population.missing|Grant_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Grant_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3275.0|0|8985.0|0|9203.0|0|4081.0|0
