|dates|Sullivan_NewHampshire_UnitedStates.AveragePrecipitationTotal.data|Sullivan_NewHampshire_UnitedStates.AveragePrecipitationTotal.missing|Sullivan_NewHampshire_UnitedStates.AveragePrecipitation.data|Sullivan_NewHampshire_UnitedStates.AveragePrecipitation.missing|Sullivan_NewHampshire_UnitedStates.AverageWindDirection.data|Sullivan_NewHampshire_UnitedStates.AverageWindDirection.missing|Sullivan_NewHampshire_UnitedStates.AverageWindSpeed.data|Sullivan_NewHampshire_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.017083333333333332|0|0.003194444444444444|0|162.84722222222223|0|6.9305555555555545|0
0|2020-01-02|0.005|0|0.0|0|80.41666666666667|0|2.0833333333333335|0
0|2020-01-03|0.0|0|0.0|0|12.222222222222221|0|0.16666666666666666|0
0|2020-01-04|0.0008333333333333334|0|0.006088293650793652|0|16.75595238095238|0|0.31101190476190477|0
0|2020-01-05|0.008333333333333333|0|0.0|0|236.7361111111111|0|6.854166666666667|0
0|2020-01-06|0.0|0|0.0011805555555555556|0|0.0|0|0.0|0
0|2020-01-07|0.0020833333333333333|0|0.0|0|128.75|0|3.875|0
0|2020-01-08|0.0|0|0.0001388888888888889|0|150.9722222222222|0|6.9375|0
0|2020-01-09|0.0004166666666666667|0|0.0|0|112.08333333333333|0|5.0|0
0|2020-01-10|0.0|0|0.0|0|43.75|0|1.0416666666666667|0
0|2020-01-11|0.0|0|0.0|0|80.41666666666667|0|2.9479166666666665|0
0|2020-01-12|0.003541666666666667|0|0.006527777777777779|0|159.16666666666666|0|7.5069444444444455|0
0|2020-01-13|0.0008333333333333334|0|0.0|0|36.666666666666664|0|1.7708333333333333|0
0|2020-01-14|0.0|0|0.0002777777777777778|0|32.604166666666664|0|0.7951388888888888|0
0|2020-01-15|0.0001388888888888889|0|0.0|0|102.77777777777779|0|2.631944444444444|0
0|2020-01-16|0.00375|0|0.04006448412698412|0|161.33630952380952|0|5.813690476190477|0
0|2020-01-17|0.052083333333333336|0|0.0|0|253.61111111111111|0|9.42361111111111|0
0|2020-01-18|0.0|0|0.011597222222222224|0|31.25|0|2.6284722222222223|0
0|2020-01-19|0.008333333333333333|0|0.0015277777777777779|0|106.11111111111113|0|4.486111111111111|0
0|2020-01-20|0.00125|0|0.0|0|130.83333333333334|0|5.083333333333333|0
0|2020-01-21|0.0|0|0.0004166666666666667|0|32.916666666666664|0|0.7916666666666666|0
0|2020-01-22|0.00020833333333333335|0|0.0|0|34.583333333333336|0|1.0208333333333333|0
0|2020-01-23|0.0|0|0.0|0|15.0|0|0.25|0
0|2020-01-24|0.0|0|0.0|0|21.25|0|0.375|0
0|2020-01-25|0.0|0|0.021666666666666667|0|32.36111111111111|0|2.2291666666666665|0
0|2020-01-26|0.013541666666666667|0|0.0008333333333333334|0|131.73611111111111|0|4.295138888888889|0
0|2020-01-27|0.0|0|0.0|0|231.875|0|6.291666666666667|0
0|2020-01-28|0.0|0|0.0|0|192.08333333333334|0|5.291666666666667|0
0|2020-01-29|0.0|0|0.0|0|242.08333333333334|0|7.6180555555555545|0
0|2020-01-30|0.0|0|0.0|0|50.416666666666664|0|1.875|0
0|2020-01-31|0.0|0|0.0|0|18.75|0|0.5833333333333334|0
0|2020-02-01|0.0|0|0.0|0|0.0|0|0.0|0
0|2020-02-02|0.0|0|0.0|0|83.40277777777779|0|2.0833333333333335|0
0|2020-02-03|0.0|0|0.0|0|79.16666666666667|0|2.9583333333333335|0
0|2020-02-04|0.0|0|0.0|0|45.416666666666664|0|1.5|0
0|2020-02-05|0.0|0|0.0|0|181.25|0|6.125|0
0|2020-02-06|0.004583333333333333|0|0.015815476190476192|0|19.256944444444446|0|0.5006944444444444|0
0|2020-02-07|0.0028333333333333335|0|0.023972222222222225|0|132.71527777777777|0|6.352777777777777|0
0|2020-02-08|0.030833333333333334|0|0.0|0|163.26388888888889|0|6.229166666666667|0
0|2020-02-09|0.0|0|0.0|0|2.7083333333333335|0|0.03125|0
0|2020-02-10|0.0005555555555555556|0|0.0036111111111111114|0|73.07638888888889|0|1.8118055555555557|0
0|2020-02-11|0.0009166666666666666|0|0.00037500000000000006|0|64.875|0|1.3791666666666667|0
0|2020-02-12|0.0008333333333333334|0|0.00025|0|137.5|0|5.504166666666666|0
0|2020-02-13|0.0010416666666666667|0|0.0021180555555555558|0|82.84722222222221|0|2.559027777777778|0
