|dates|Duval_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Duval_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Duval_Florida_UnitedStates.Male_Total_Population.data|Duval_Florida_UnitedStates.Male_Total_Population.missing|Duval_Florida_UnitedStates.Female_Total_Population.data|Duval_Florida_UnitedStates.Female_Total_Population.missing|Duval_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Duval_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|133483.0|0|460434.0|0|489747.0|0|214676.0|0
