|dates|Maries_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Maries_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Maries_Missouri_UnitedStates.Male_Total_Population.data|Maries_Missouri_UnitedStates.Male_Total_Population.missing|Maries_Missouri_UnitedStates.Female_Total_Population.data|Maries_Missouri_UnitedStates.Female_Total_Population.missing|Maries_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Maries_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1883.0|0|4401.0|0|4368.0|0|1780.0|0
