|dates|Holmes_Florida_UnitedStates.JHU_ConfirmedCases.data|Holmes_Florida_UnitedStates.JHU_ConfirmedCases.missing|Holmes_Florida_UnitedStates.NYT_ConfirmedCases.data|Holmes_Florida_UnitedStates.NYT_ConfirmedCases.missing|Holmes_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Holmes_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Holmes_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Holmes_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|3176.0|0|0.0|100|49.0|0|0.0|100
