|dates|OutofNJ_NewJersey_UnitedStates.JHU_ConfirmedCases.data|OutofNJ_NewJersey_UnitedStates.JHU_ConfirmedCases.missing|OutofNJ_NewJersey_UnitedStates.NYT_ConfirmedCases.data|OutofNJ_NewJersey_UnitedStates.NYT_ConfirmedCases.missing|OutofNJ_NewJersey_UnitedStates.JHU_ConfirmedDeaths.data|OutofNJ_NewJersey_UnitedStates.JHU_ConfirmedDeaths.missing|OutofNJ_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.data|OutofNJ_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|0.0|0|0.0|100|0.0|0|0.0|100
