|dates|Franklin_Missouri_UnitedStates.BLS_EmployedPopulation.data|Franklin_Missouri_UnitedStates.BLS_EmployedPopulation.missing|Franklin_Missouri_UnitedStates.BLS_UnemployedPopulation.data|Franklin_Missouri_UnitedStates.BLS_UnemployedPopulation.missing|Franklin_Missouri_UnitedStates.BLS_UnemploymentRate.data|Franklin_Missouri_UnitedStates.BLS_UnemploymentRate.missing|Franklin_Missouri_UnitedStates.BLS_LaborForcePopulation.data|Franklin_Missouri_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|51371.5|0|2211.5|0|4.127241849093929|0|53583.0|0
0|2020-01-02|51371.5|0|2211.5|0|4.127241849093929|0|53583.0|0
0|2020-01-03|51371.5|0|2211.5|0|4.127241849093929|0|53583.0|0
0|2020-01-04|51371.5|0|2211.5|0|4.127241849093929|0|53583.0|0
0|2020-01-05|51371.5|0|2211.5|0|4.127241849093929|0|53583.0|0
0|2020-01-06|51371.5|0|2211.5|0|4.127241849093929|0|53583.0|0
0|2020-01-07|51371.5|0|2211.5|0|4.127241849093929|0|53583.0|0
0|2020-01-08|51371.5|0|2211.5|0|4.127241849093929|0|53583.0|0
0|2020-01-09|51371.5|0|2211.5|0|4.127241849093929|0|53583.0|0
0|2020-01-10|51371.5|0|2211.5|0|4.127241849093929|0|53583.0|0
0|2020-01-11|51371.5|0|2211.5|0|4.127241849093929|0|53583.0|0
0|2020-01-12|51371.5|0|2211.5|0|4.127241849093929|0|53583.0|0
0|2020-01-13|51371.5|0|2211.5|0|4.127241849093929|0|53583.0|0
0|2020-01-14|51371.5|0|2211.5|0|4.127241849093929|0|53583.0|0
0|2020-01-15|51371.5|0|2211.5|0|4.127241849093929|0|53583.0|0
0|2020-01-16|51371.5|0|2211.5|0|4.127241849093929|0|53583.0|0
0|2020-01-17|51371.5|0|2211.5|0|4.127241849093929|0|53583.0|0
0|2020-01-18|51371.5|0|2211.5|0|4.127241849093929|0|53583.0|0
0|2020-01-19|51371.5|0|2211.5|0|4.127241849093929|0|53583.0|0
0|2020-01-20|51371.5|0|2211.5|0|4.127241849093929|0|53583.0|0
0|2020-01-21|51371.5|0|2211.5|0|4.127241849093929|0|53583.0|0
0|2020-01-22|51371.5|0|2211.5|0|4.127241849093929|0|53583.0|0
0|2020-01-23|51371.5|0|2211.5|0|4.127241849093929|0|53583.0|0
0|2020-01-24|51371.5|0|2211.5|0|4.127241849093929|0|53583.0|0
0|2020-01-25|51371.5|0|2211.5|0|4.127241849093929|0|53583.0|0
0|2020-01-26|51371.5|0|2211.5|0|4.127241849093929|0|53583.0|0
0|2020-01-27|51371.5|0|2211.5|0|4.127241849093929|0|53583.0|0
0|2020-01-28|51371.5|0|2211.5|0|4.127241849093929|0|53583.0|0
0|2020-01-29|51371.5|0|2211.5|0|4.127241849093929|0|53583.0|0
0|2020-01-30|51371.5|0|2211.5|0|4.127241849093929|0|53583.0|0
0|2020-01-31|51371.5|0|2211.5|0|4.127241849093929|0|53583.0|0
0|2020-02-01|51606.5|0|2108.5|0|3.9253467374104067|0|53715.0|0
0|2020-02-02|51606.5|0|2108.5|0|3.9253467374104067|0|53715.0|0
0|2020-02-03|51606.5|0|2108.5|0|3.9253467374104067|0|53715.0|0
0|2020-02-04|51606.5|0|2108.5|0|3.9253467374104067|0|53715.0|0
0|2020-02-05|51606.5|0|2108.5|0|3.9253467374104067|0|53715.0|0
0|2020-02-06|51606.5|0|2108.5|0|3.9253467374104067|0|53715.0|0
0|2020-02-07|51606.5|0|2108.5|0|3.9253467374104067|0|53715.0|0
0|2020-02-08|51606.5|0|2108.5|0|3.9253467374104067|0|53715.0|0
0|2020-02-09|51606.5|0|2108.5|0|3.9253467374104067|0|53715.0|0
0|2020-02-10|51606.5|0|2108.5|0|3.9253467374104067|0|53715.0|0
0|2020-02-11|51606.5|0|2108.5|0|3.9253467374104067|0|53715.0|0
0|2020-02-12|51606.5|0|2108.5|0|3.9253467374104067|0|53715.0|0
