|dates|Schoolcraft_Michigan_UnitedStates.AveragePrecipitationTotal.data|Schoolcraft_Michigan_UnitedStates.AveragePrecipitationTotal.missing|Schoolcraft_Michigan_UnitedStates.AveragePrecipitation.data|Schoolcraft_Michigan_UnitedStates.AveragePrecipitation.missing|Schoolcraft_Michigan_UnitedStates.AverageWindDirection.data|Schoolcraft_Michigan_UnitedStates.AverageWindDirection.missing|Schoolcraft_Michigan_UnitedStates.AverageWindSpeed.data|Schoolcraft_Michigan_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|6|0.008111111111111114|6|238.41666666666666|0|7.333333333333333|0
