|dates|Linn_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Linn_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Linn_Kansas_UnitedStates.Male_Total_Population.data|Linn_Kansas_UnitedStates.Male_Total_Population.missing|Linn_Kansas_UnitedStates.Female_Total_Population.data|Linn_Kansas_UnitedStates.Female_Total_Population.missing|Linn_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Linn_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2180.0|0|4937.0|0|4813.0|0|2189.0|0
