|dates|LaSalle_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|LaSalle_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|LaSalle_Illinois_UnitedStates.Male_Total_Population.data|LaSalle_Illinois_UnitedStates.Male_Total_Population.missing|LaSalle_Illinois_UnitedStates.Female_Total_Population.data|LaSalle_Illinois_UnitedStates.Female_Total_Population.missing|LaSalle_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|LaSalle_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|20717.0|0|55226.0|0|54204.0|0|23563.0|0
