|dates|Jackson_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jackson_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jackson_Michigan_UnitedStates.Male_Total_Population.data|Jackson_Michigan_UnitedStates.Male_Total_Population.missing|Jackson_Michigan_UnitedStates.Female_Total_Population.data|Jackson_Michigan_UnitedStates.Female_Total_Population.missing|Jackson_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Jackson_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|28282.0|0|81111.0|0|77712.0|0|34067.0|0
