|dates|Worcester_Massachusetts_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Worcester_Massachusetts_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Worcester_Massachusetts_UnitedStates.Male_Total_Population.data|Worcester_Massachusetts_UnitedStates.Male_Total_Population.missing|Worcester_Massachusetts_UnitedStates.Female_Total_Population.data|Worcester_Massachusetts_UnitedStates.Female_Total_Population.missing|Worcester_Massachusetts_UnitedStates.MaleAndFemale_Under18_Population.data|Worcester_Massachusetts_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|129978.0|0|409671.0|0|421168.0|0|174732.0|0
