|dates|Chautauqua_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Chautauqua_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Chautauqua_Kansas_UnitedStates.Male_Total_Population.data|Chautauqua_Kansas_UnitedStates.Male_Total_Population.missing|Chautauqua_Kansas_UnitedStates.Female_Total_Population.data|Chautauqua_Kansas_UnitedStates.Female_Total_Population.missing|Chautauqua_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Chautauqua_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2020-03-04|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-03-05|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-03-06|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-03-07|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-03-08|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-03-09|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-03-10|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-03-11|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-03-12|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-03-13|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-03-14|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-03-15|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-03-16|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-03-17|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-03-18|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-03-19|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-03-20|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-03-21|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-03-22|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-03-23|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-03-24|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-03-25|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-03-26|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-03-27|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-03-28|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-03-29|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-03-30|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-03-31|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-04-01|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-04-02|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-04-03|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-04-04|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-04-05|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-04-06|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-04-07|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-04-08|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-04-09|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-04-10|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-04-11|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-04-12|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-04-13|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-04-14|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-04-15|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-04-16|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-04-17|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-04-18|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-04-19|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-04-20|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-04-21|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-04-22|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-04-23|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-04-24|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-04-25|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-04-26|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-04-27|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-04-28|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-04-29|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-04-30|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-05-01|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-05-02|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-05-03|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-05-04|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-05-05|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-05-06|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-05-07|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-05-08|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-05-09|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-05-10|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-05-11|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-05-12|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-05-13|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-05-14|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-05-15|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-05-16|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-05-17|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-05-18|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-05-19|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-05-20|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-05-21|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-05-22|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-05-23|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-05-24|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-05-25|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-05-26|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-05-27|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-05-28|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-05-29|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-05-30|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-05-31|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-06-01|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-06-02|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-06-03|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-06-04|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-06-05|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-06-06|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-06-07|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-06-08|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-06-09|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-06-10|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-06-11|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-06-12|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-06-13|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-06-14|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-06-15|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-06-16|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-06-17|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-06-18|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-06-19|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-06-20|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-06-21|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-06-22|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-06-23|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-06-24|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-06-25|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-06-26|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-06-27|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-06-28|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-06-29|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-06-30|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-07-01|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-07-02|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-07-03|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-07-04|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-07-05|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-07-06|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-07-07|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-07-08|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-07-09|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-07-10|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-07-11|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-07-12|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-07-13|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-07-14|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-07-15|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-07-16|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-07-17|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-07-18|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-07-19|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-07-20|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-07-21|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-07-22|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-07-23|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-07-24|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-07-25|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-07-26|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-07-27|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-07-28|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-07-29|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-07-30|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-07-31|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-08-01|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-08-02|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-08-03|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-08-04|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-08-05|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-08-06|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-08-07|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-08-08|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-08-09|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-08-10|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-08-11|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-08-12|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-08-13|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-08-14|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-08-15|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-08-16|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-08-17|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-08-18|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-08-19|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-08-20|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-08-21|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-08-22|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-08-23|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-08-24|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-08-25|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-08-26|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-08-27|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-08-28|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-08-29|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-08-30|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-08-31|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-09-01|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-09-02|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-09-03|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-09-04|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-09-05|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-09-06|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-09-07|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-09-08|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-09-09|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-09-10|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-09-11|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-09-12|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-09-13|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-09-14|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-09-15|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-09-16|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-09-17|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-09-18|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-09-19|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-09-20|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-09-21|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-09-22|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-09-23|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-09-24|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-09-25|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-09-26|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-09-27|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-09-28|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-09-29|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-09-30|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-10-01|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-10-02|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-10-03|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-10-04|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-10-05|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-10-06|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-10-07|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-10-08|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-10-09|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-10-10|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-10-11|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-10-12|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-10-13|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-10-14|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-10-15|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-10-16|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-10-17|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-10-18|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-10-19|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-10-20|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-10-21|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-10-22|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-10-23|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-10-24|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-10-25|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-10-26|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-10-27|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-10-28|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-10-29|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-10-30|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-10-31|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-11-01|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-11-02|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-11-03|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-11-04|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-11-05|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-11-06|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-11-07|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-11-08|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-11-09|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-11-10|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-11-11|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-11-12|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-11-13|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-11-14|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-11-15|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-11-16|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-11-17|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-11-18|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-11-19|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-11-20|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-11-21|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-11-22|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-11-23|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-11-24|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-11-25|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-11-26|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-11-27|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-11-28|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-11-29|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-11-30|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-12-01|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-12-02|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-12-03|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-12-04|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-12-05|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-12-06|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-12-07|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-12-08|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-12-09|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-12-10|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-12-11|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-12-12|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-12-13|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-12-14|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-12-15|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-12-16|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-12-17|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-12-18|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-12-19|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-12-20|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-12-21|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-12-22|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-12-23|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-12-24|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-12-25|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-12-26|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-12-27|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-12-28|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-12-29|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-12-30|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2020-12-31|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2021-01-01|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2021-01-02|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2021-01-03|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2021-01-04|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2021-01-05|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2021-01-06|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2021-01-07|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2021-01-08|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2021-01-09|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2021-01-10|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2021-01-11|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2021-01-12|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2021-01-13|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2021-01-14|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2021-01-15|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2021-01-16|885.0|0|1703.0|0|1606.0|0|658.0|0
0|2021-01-17|885.0|0|1703.0|0|1606.0|0|658.0|0
