|dates|Washington_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Washington_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Washington_Wisconsin_UnitedStates.Male_Total_Population.data|Washington_Wisconsin_UnitedStates.Male_Total_Population.missing|Washington_Wisconsin_UnitedStates.Female_Total_Population.data|Washington_Wisconsin_UnitedStates.Female_Total_Population.missing|Washington_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Washington_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|24405.0|0|67452.0|0|68241.0|0|29722.0|0
