|dates|JeffDavis_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|JeffDavis_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|JeffDavis_Georgia_UnitedStates.Male_Total_Population.data|JeffDavis_Georgia_UnitedStates.Male_Total_Population.missing|JeffDavis_Georgia_UnitedStates.Female_Total_Population.data|JeffDavis_Georgia_UnitedStates.Female_Total_Population.missing|JeffDavis_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|JeffDavis_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2367.0|0|7408.0|0|7621.0|0|3989.0|0
