|dates|Orange_California_UnitedStates.JHU_ConfirmedCases.data|Orange_California_UnitedStates.JHU_ConfirmedCases.missing|Orange_California_UnitedStates.NYT_ConfirmedCases.data|Orange_California_UnitedStates.NYT_ConfirmedCases.missing|Orange_California_UnitedStates.JHU_ConfirmedDeaths.data|Orange_California_UnitedStates.JHU_ConfirmedDeaths.missing|Orange_California_UnitedStates.JHU_ConfirmedRecoveries.data|Orange_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-13|3749.0|0|3843.0|0|80.0|0|0.0|100
0|2020-05-14|3968.0|0|4025.0|0|80.0|0|0.0|100
0|2020-05-15|4125.0|0|4163.0|0|84.0|0|0.0|100
0|2020-05-16|4222.0|0|4281.0|0|86.0|0|0.0|100
0|2020-05-17|4376.0|0|4396.0|0|88.0|0|0.0|100
0|2020-05-18|4434.0|0|4466.0|0|88.0|0|0.0|100
0|2020-05-19|4500.0|0|4558.0|0|88.0|0|0.0|100
0|2020-05-20|4742.0|0|4746.0|0|98.0|0|0.0|100
0|2020-05-21|4841.0|0|4866.0|0|112.0|0|0.0|100
0|2020-05-22|4941.0|0|4975.0|0|118.0|0|0.0|100
0|2020-05-23|5157.0|0|5157.0|0|130.0|0|0.0|100
0|2020-05-24|5336.0|0|5336.0|0|131.0|0|0.0|100
0|2020-05-25|5469.0|0|5469.0|0|133.0|0|0.0|100
0|2020-05-26|5578.0|0|5601.0|0|131.0|0|0.0|100
0|2020-05-27|5646.0|0|5651.0|0|136.0|0|0.0|100
0|2020-05-28|5744.0|0|5849.0|0|142.0|0|0.0|100
0|2020-05-29|5923.0|0|6045.0|0|145.0|0|0.0|100
0|2020-05-30|6100.0|0|6176.0|0|146.0|0|0.0|100
0|2020-05-31|6261.0|0|6354.0|0|147.0|0|0.0|100
0|2020-06-01|6474.0|0|6532.0|0|147.0|0|0.0|100
0|2020-06-02|6574.0|0|6640.0|0|150.0|0|0.0|100
0|2020-06-03|6678.0|0|6790.0|0|158.0|0|0.0|100
0|2020-06-04|6783.0|0|6939.0|0|165.0|0|0.0|100
0|2020-06-05|7064.0|0|7192.0|0|174.0|0|0.0|100
0|2020-06-06|7321.0|0|7391.0|0|176.0|0|0.0|100
0|2020-06-07|7440.0|0|7576.0|0|177.0|0|0.0|100
0|2020-06-08|7527.0|0|7643.0|0|177.0|0|0.0|100
0|2020-06-09|7614.0|0|7786.0|0|185.0|0|0.0|100
0|2020-06-10|7737.0|0|7991.0|0|198.0|0|0.0|100
0|2020-06-11|7987.0|0|8222.0|0|202.0|0|0.0|100
0|2020-06-12|8153.0|0|8304.0|0|210.0|0|0.0|100
0|2020-06-13|8269.0|0|8440.0|0|217.0|0|0.0|100
0|2020-06-14|8573.0|0|8581.0|0|221.0|0|0.0|100
0|2020-06-15|8759.0|0|8759.0|0|221.0|0|0.0|100
0|2020-06-16|8999.0|0|8999.0|0|233.0|0|0.0|100
0|2020-06-17|9197.0|0|9197.0|0|243.0|0|0.0|100
0|2020-06-18|9292.0|0|9292.0|0|250.0|0|0.0|100
0|2020-06-19|9576.0|0|9597.0|0|257.0|0|0.0|100
0|2020-06-20|9988.0|0|9988.0|0|267.0|0|0.0|100
0|2020-06-21|10422.0|0|10422.0|0|269.0|0|0.0|100
0|2020-06-22|10595.0|0|10595.0|0|269.0|0|0.0|100
0|2020-06-23|10737.0|0|10737.0|0|273.0|0|0.0|100
0|2020-06-24|11016.0|0|11071.0|0|299.0|0|0.0|100
0|2020-06-25|11511.0|0|11804.0|0|306.0|0|0.0|100
0|2020-06-26|11960.0|0|12221.0|0|323.0|0|0.0|100
0|2020-06-27|12462.0|0|12659.0|0|323.0|0|0.0|100
0|2020-06-28|12608.0|0|12951.0|0|326.0|0|0.0|100
0|2020-06-29|13064.0|0|13213.0|0|330.0|0|0.0|100
0|2020-06-30|13843.0|0|13843.0|0|340.0|0|0.0|100
0|2020-07-01|14413.0|0|14413.0|0|345.0|0|0.0|100
0|2020-07-02|15065.0|0|15662.0|0|354.0|0|0.0|100
0|2020-07-03|15778.0|0|17056.0|0|360.0|0|0.0|100
0|2020-07-04|16191.0|0|18819.0|0|363.0|0|0.0|100
0|2020-07-05|16854.0|0|19247.0|0|366.0|0|0.0|100
0|2020-07-06|17882.0|0|19430.0|0|366.0|0|0.0|100
0|2020-07-07|18892.0|0|20167.0|0|369.0|0|0.0|100
0|2020-07-08|20225.0|0|21741.0|0|376.0|0|0.0|100
0|2020-07-09|21517.0|0|22088.0|0|402.0|0|0.0|100
0|2020-07-10|22650.0|0|22960.0|0|412.0|0|0.0|100
0|2020-07-11|23901.0|0|23692.0|0|421.0|0|0.0|100
0|2020-07-12|24715.0|0|24430.0|0|423.0|0|0.0|100
0|2020-07-13|25255.0|0|25399.0|0|424.0|0|0.0|100
0|2020-07-14|26120.0|0|26120.0|0|433.0|0|0.0|100
0|2020-07-15|27031.0|0|27031.0|0|455.0|0|0.0|100
0|2020-07-16|27904.0|0|27904.0|0|466.0|0|0.0|100
0|2020-07-17|28309.0|0|28525.0|0|469.0|0|0.0|100
0|2020-07-18|29011.0|0|29011.0|0|494.0|0|0.0|100
0|2020-07-19|29426.0|0|29603.0|0|494.0|0|0.0|100
0|2020-07-20|29986.0|0|29986.0|0|494.0|0|0.0|100
0|2020-07-21|30976.0|0|30976.0|0|513.0|0|0.0|100
0|2020-07-22|31743.0|0|31743.0|0|521.0|0|0.0|100
0|2020-07-23|32648.0|0|32648.0|0|543.0|0|0.0|100
0|2020-07-24|33358.0|0|33358.0|0|556.0|0|0.0|100
0|2020-07-25|33953.0|0|33953.0|0|562.0|0|0.0|100
0|2020-07-26|34373.0|0|34373.0|0|564.0|0|0.0|100
0|2020-07-27|34646.0|0|34646.0|0|566.0|0|0.0|100
0|2020-07-28|34833.0|0|34833.0|0|581.0|0|0.0|100
0|2020-07-29|35272.0|0|35272.0|0|587.0|0|0.0|100
0|2020-07-30|35778.0|0|35778.0|0|604.0|0|0.0|100
0|2020-07-31|36196.0|0|36196.0|0|618.0|0|0.0|100
0|2020-08-01|36833.0|0|36833.0|0|649.0|0|0.0|100
0|2020-08-02|37391.0|0|37391.0|0|651.0|0|0.0|100
0|2020-08-03|37813.0|0|37813.0|0|651.0|0|0.0|100
0|2020-08-04|38066.0|0|38066.0|0|653.0|0|0.0|100
0|2020-08-05|38131.0|0|38131.0|0|665.0|0|0.0|100
0|2020-08-06|38711.0|0|38711.0|0|697.0|0|0.0|100
0|2020-08-07|38754.0|0|38754.0|0|704.0|0|0.0|100
0|2020-08-08|39076.0|0|39076.0|0|720.0|0|0.0|100
0|2020-08-09|39641.0|0|39641.0|0|726.0|0|0.0|100
0|2020-08-10|40527.0|0|40527.0|0|726.0|0|0.0|100
0|2020-08-11|40527.0|0|41578.0|0|724.0|0|0.0|100
0|2020-08-12|41823.0|0|41823.0|0|745.0|0|0.0|100
0|2020-08-13|42171.0|0|42171.0|0|769.0|0|0.0|100
0|2020-08-14|42854.0|0|42854.0|0|789.0|0|0.0|100
0|2020-08-15|43367.0|0|43367.0|0|809.0|0|0.0|100
0|2020-08-16|43709.0|0|43709.0|0|810.0|0|0.0|100
0|2020-08-17|43925.0|0|43925.0|0|810.0|0|0.0|100
0|2020-08-18|44212.0|0|44212.0|0|815.0|0|0.0|100
0|2020-08-19|44507.0|0|44507.0|0|833.0|0|0.0|100
0|2020-08-20|44936.0|0|44936.0|0|856.0|0|0.0|100
0|2020-08-21|45308.0|0|45308.0|0|882.0|0|0.0|100
0|2020-08-22|45801.0|0|45801.0|0|896.0|0|0.0|100
0|2020-08-23|45954.0|0|45954.0|0|897.0|0|0.0|100
0|2020-08-24|46307.0|0|46307.0|0|897.0|0|0.0|100
0|2020-08-25|46642.0|0|46642.0|0|912.0|0|0.0|100
0|2020-08-26|47090.0|0|47090.0|0|918.0|0|0.0|100
0|2020-08-27|47459.0|0|47459.0|0|947.0|0|0.0|100
0|2020-08-28|47782.0|0|47782.0|0|956.0|0|0.0|100
0|2020-08-29|48190.0|0|48190.0|0|975.0|0|0.0|100
0|2020-08-30|48444.0|0|48444.0|0|979.0|0|0.0|100
0|2020-08-31|48538.0|0|48538.0|0|980.0|0|0.0|100
0|2020-09-01|48825.0|0|48825.0|0|988.0|0|0.0|100
0|2020-09-02|49142.0|0|49142.0|0|1007.0|0|0.0|100
0|2020-09-03|49142.0|0|49604.0|0|1018.0|0|0.0|100
0|2020-09-04|49258.0|0|49697.0|0|1042.0|0|0.0|100
0|2020-09-05|49509.0|0|50004.0|0|1051.0|0|0.0|100
0|2020-09-06|49732.0|0|50749.0|0|1053.0|0|0.0|100
0|2020-09-07|49845.0|0|50864.0|0|1053.0|0|0.0|100
0|2020-09-08|49996.0|0|51016.0|0|1056.0|0|0.0|100
0|2020-09-09|50190.0|0|51292.0|0|1065.0|0|0.0|100
0|2020-09-10|50471.0|0|51599.0|0|1069.0|0|0.0|100
0|2020-09-11|50613.0|0|51758.0|0|1081.0|0|0.0|100
0|2020-09-12|50760.0|0|51936.0|0|1093.0|0|0.0|100
0|2020-09-13|50930.0|0|52121.0|0|1093.0|0|0.0|100
0|2020-09-14|50974.0|0|52166.0|0|1093.0|0|0.0|100
0|2020-09-15|51124.0|0|52316.0|0|1105.0|0|0.0|100
0|2020-09-16|51259.0|0|52486.0|0|1111.0|0|0.0|100
0|2020-09-17|51399.0|0|52645.0|0|1115.0|0|0.0|100
0|2020-09-18|51646.0|0|52900.0|0|1123.0|0|0.0|100
0|2020-09-19|51873.0|0|53163.0|0|1127.0|0|0.0|100
0|2020-09-20|52063.0|0|53381.0|0|1128.0|0|0.0|100
0|2020-09-21|52201.0|0|53524.0|0|1128.0|0|0.0|100
0|2020-09-22|52382.0|0|53733.0|0|1150.0|0|0.0|100
0|2020-09-23|52538.0|0|53901.0|0|1176.0|0|0.0|100
0|2020-09-24|52622.0|0|54023.0|0|1182.0|0|0.0|100
0|2020-09-25|52904.0|0|54328.0|0|1204.0|0|0.0|100
0|2020-09-26|53069.0|0|54527.0|0|1214.0|0|0.0|100
0|2020-09-27|53315.0|0|54778.0|0|1216.0|0|0.0|100
0|2020-09-28|53448.0|0|54912.0|0|1216.0|0|0.0|100
0|2020-09-29|53557.0|0|55022.0|0|1249.0|0|0.0|100
0|2020-09-30|53751.0|0|55239.0|0|1268.0|0|0.0|100
0|2020-10-01|53909.0|0|55437.0|0|1268.0|0|0.0|100
0|2020-10-02|54118.0|0|55648.0|0|1281.0|0|0.0|100
0|2020-10-03|54357.0|0|55903.0|0|1286.0|0|0.0|100
0|2020-10-04|54640.0|0|56226.0|0|1286.0|0|0.0|100
0|2020-10-05|54760.0|0|56346.0|0|1287.0|0|0.0|100
0|2020-10-06|54898.0|0|56493.0|0|1289.0|0|0.0|100
0|2020-10-07|55042.0|0|56652.0|0|1292.0|0|0.0|100
0|2020-10-08|55183.0|0|56800.0|0|1306.0|0|0.0|100
0|2020-10-09|55345.0|0|57001.0|0|1316.0|0|0.0|100
0|2020-10-10|55531.0|0|57225.0|0|1340.0|0|0.0|100
0|2020-10-11|55775.0|0|57479.0|0|1341.0|0|0.0|100
0|2020-10-12|55892.0|0|57595.0|0|1341.0|0|0.0|100
0|2020-10-13|56070.0|0|57773.0|0|1341.0|0|0.0|100
0|2020-10-14|56283.0|0|58021.0|0|1360.0|0|0.0|100
0|2020-10-15|56436.0|0|58183.0|0|1391.0|0|0.0|100
0|2020-10-16|56587.0|0|58354.0|0|1401.0|0|0.0|100
0|2020-10-17|56672.0|0|58447.0|0|1409.0|0|0.0|100
0|2020-10-18|56868.0|0|58648.0|0|1409.0|0|0.0|100
0|2020-10-19|57071.0|0|58851.0|0|1410.0|0|0.0|100
0|2020-10-20|57373.0|0|59168.0|0|1412.0|0|0.0|100
0|2020-10-21|57635.0|0|59448.0|0|1423.0|0|0.0|100
0|2020-10-22|57848.0|0|59697.0|0|1434.0|0|0.0|100
0|2020-10-23|58010.0|0|59868.0|0|1440.0|0|0.0|100
0|2020-10-24|58326.0|0|60184.0|0|1444.0|0|0.0|100
0|2020-10-25|58573.0|0|60431.0|0|1447.0|0|0.0|100
0|2020-10-26|58725.0|0|60583.0|0|1447.0|0|0.0|100
0|2020-10-27|58980.0|0|60836.0|0|1454.0|0|0.0|100
0|2020-10-28|59213.0|0|61097.0|0|1467.0|0|0.0|100
0|2020-10-29|59442.0|0|61358.0|0|1468.0|0|0.0|100
0|2020-10-30|59718.0|0|61671.0|0|1475.0|0|0.0|100
0|2020-10-31|59882.0|0|61836.0|0|1483.0|0|0.0|100
0|2020-11-01|60115.0|0|62080.0|0|1484.0|0|0.0|100
0|2020-11-02|60298.0|0|62264.0|0|1484.0|0|0.0|100
0|2020-11-03|60604.0|0|62589.0|0|1484.0|0|0.0|100
0|2020-11-04|60841.0|0|62838.0|0|1491.0|0|0.0|100
0|2020-11-05|61112.0|0|63125.0|0|1494.0|0|0.0|100
0|2020-11-06|61421.0|0|63469.0|0|1503.0|0|0.0|100
0|2020-11-07|61743.0|0|63798.0|0|1506.0|0|0.0|100
0|2020-11-08|62255.0|0|64311.0|0|1509.0|0|0.0|100
0|2020-11-09|62563.0|0|64621.0|0|1509.0|0|0.0|100
0|2020-11-10|62830.0|0|64891.0|0|1512.0|0|0.0|100
0|2020-11-11|63165.0|0|65234.0|0|1514.0|0|0.0|100
0|2020-11-12|63460.0|0|65554.0|0|1520.0|0|0.0|100
0|2020-11-13|64058.0|0|66183.0|0|1522.0|0|0.0|100
0|2020-11-14|64586.0|0|66778.0|0|1524.0|0|0.0|100
0|2020-11-15|65225.0|0|67439.0|0|1526.0|0|0.0|100
0|2020-11-16|65605.0|0|67819.0|0|1526.0|0|0.0|100
0|2020-11-17|65957.0|0|68175.0|0|1526.0|0|0.0|100
0|2020-11-18|66585.0|0|68816.0|0|1528.0|0|0.0|100
0|2020-11-19|67167.0|0|69413.0|0|1537.0|0|0.0|100
0|2020-11-20|68336.0|0|70593.0|0|1540.0|0|0.0|100
0|2020-11-21|69142.0|0|71402.0|0|1551.0|0|0.0|100
0|2020-11-22|69694.0|0|71955.0|0|1554.0|0|0.0|100
0|2020-11-23|71116.0|0|73378.0|0|1554.0|0|0.0|100
0|2020-11-24|71953.0|0|74218.0|0|1556.0|0|0.0|100
0|2020-11-25|73152.0|0|75424.0|0|1559.0|0|0.0|100
0|2020-11-26|73152.0|0|75424.0|0|1559.0|0|0.0|100
0|2020-11-27|75095.0|0|77380.0|0|1577.0|0|0.0|100
0|2020-11-28|76761.0|0|79049.0|0|1577.0|0|0.0|100
0|2020-11-29|77819.0|0|80107.0|0|1577.0|0|0.0|100
0|2020-11-30|78553.0|0|80841.0|0|1577.0|0|0.0|100
0|2020-12-01|79343.0|0|81631.0|0|1577.0|0|0.0|100
0|2020-12-02|80551.0|0|82840.0|0|1578.0|0|0.0|100
0|2020-12-03|81653.0|0|83947.0|0|1586.0|0|0.0|100
0|2020-12-04|82887.0|0|85181.0|0|1603.0|0|0.0|100
0|2020-12-05|84853.0|0|87150.0|0|1618.0|0|0.0|100
0|2020-12-06|86878.0|0|89175.0|0|1633.0|0|0.0|100
0|2020-12-07|88842.0|0|91139.0|0|1633.0|0|0.0|100
0|2020-12-08|90513.0|0|92811.0|0|1633.0|0|0.0|100
0|2020-12-09|93126.0|0|95425.0|0|1633.0|0|0.0|100
0|2020-12-10|94647.0|0|96948.0|0|1640.0|0|0.0|100
0|2020-12-11|97302.0|0|99603.0|0|1662.0|0|0.0|100
0|2020-12-12|99393.0|0|101696.0|0|1680.0|0|0.0|100
0|2020-12-13|102514.0|0|104817.0|0|1694.0|0|0.0|100
0|2020-12-14|105764.0|0|108070.0|0|1694.0|0|0.0|100
0|2020-12-15|108602.0|0|110253.0|0|1695.0|0|0.0|100
0|2020-12-16|112893.0|0|113492.0|0|1718.0|0|0.0|100
0|2020-12-17|115260.0|0|116116.0|0|1731.0|0|0.0|100
0|2020-12-18|118367.0|0|118721.0|0|1734.0|0|0.0|100
0|2020-12-19|121681.0|0|122168.0|0|1760.0|0|0.0|100
0|2020-12-20|125574.0|0|126776.0|0|1775.0|0|0.0|100
0|2020-12-21|128780.0|0|130530.0|0|1777.0|0|0.0|100
0|2020-12-22|130444.0|0|132772.0|0|1779.0|0|0.0|100
0|2020-12-23|134850.0|0|137194.0|0|1781.0|0|0.0|100
0|2020-12-24|138310.0|0|140699.0|0|1782.0|0|0.0|100
0|2020-12-25|141205.0|0|141205.0|0|1782.0|0|0.0|100
0|2020-12-26|144542.0|0|149439.0|0|1845.0|0|0.0|100
0|2020-12-27|147463.0|0|153527.0|0|1846.0|0|0.0|100
0|2020-12-28|149607.0|0|157926.0|0|1846.0|0|0.0|100
0|2020-12-29|152089.0|0|160476.0|0|1847.0|0|0.0|100
0|2020-12-30|156573.0|0|164990.0|0|1874.0|0|0.0|100
0|2020-12-31|157183.0|0|166196.0|0|1875.0|0|0.0|100
0|2021-01-01|161586.0|0|166196.0|0|1875.0|0|0.0|100
0|2021-01-02|165440.0|0|170802.0|0|1901.0|0|0.0|100
0|2021-01-03|168457.0|0|170802.0|0|1901.0|0|0.0|100
0|2021-01-04|170579.0|0|180386.0|0|1926.0|0|0.0|100
0|2021-01-05|172458.0|0|181850.0|0|1926.0|0|0.0|100
0|2021-01-06|175032.0|0|185125.0|0|1943.0|0|0.0|100
0|2021-01-07|177733.0|0|188013.0|0|1972.0|0|0.0|100
0|2021-01-08|181922.0|0|191804.0|0|1998.0|0|0.0|100
0|2021-01-09|186608.0|0|196024.0|0|2041.0|0|0.0|100
0|2021-01-10|191004.0|0|199401.0|0|2091.0|0|0.0|100
0|2021-01-11|193766.0|0|202787.0|0|2120.0|0|0.0|100
0|2021-01-12|196340.0|0|207318.0|0|2148.0|0|0.0|100
0|2021-01-13|199532.0|0|211331.0|0|2179.0|0|0.0|100
0|2021-01-14|202753.0|0|214649.0|0|2195.0|0|0.0|100
0|2021-01-15|205911.0|0|217925.0|0|2277.0|0|0.0|100
0|2021-01-16|209365.0|0|221532.0|0|2320.0|0|0.0|100
0|2021-01-17|210813.0|0|223088.0|0|2367.0|0|0.0|100
0|2021-01-18|212389.0|0|223088.0|0|2367.0|0|0.0|100
0|2021-01-19|214808.0|0|227321.0|0|2477.0|0|0.0|100
0|2021-01-20|216509.0|0|229132.0|0|2508.0|0|0.0|100
0|2021-01-21|217849.0|0|230582.0|0|2546.0|0|0.0|100
