|dates|Armstrong_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Armstrong_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Armstrong_Pennsylvania_UnitedStates.Male_Total_Population.data|Armstrong_Pennsylvania_UnitedStates.Male_Total_Population.missing|Armstrong_Pennsylvania_UnitedStates.Female_Total_Population.data|Armstrong_Pennsylvania_UnitedStates.Female_Total_Population.missing|Armstrong_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Armstrong_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14338.0|0|32502.0|0|32761.0|0|12510.0|0
