|dates|Rich_Utah_UnitedStates.BLS_EmployedPopulation.data|Rich_Utah_UnitedStates.BLS_EmployedPopulation.missing|Rich_Utah_UnitedStates.BLS_UnemployedPopulation.data|Rich_Utah_UnitedStates.BLS_UnemployedPopulation.missing|Rich_Utah_UnitedStates.BLS_UnemploymentRate.data|Rich_Utah_UnitedStates.BLS_UnemploymentRate.missing|Rich_Utah_UnitedStates.BLS_LaborForcePopulation.data|Rich_Utah_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|887.0|0|46.0|0|4.930332261521972|0|933.0|0
0|2020-01-02|887.0|0|46.0|0|4.930332261521972|0|933.0|0
0|2020-01-03|887.0|0|46.0|0|4.930332261521972|0|933.0|0
0|2020-01-04|887.0|0|46.0|0|4.930332261521972|0|933.0|0
0|2020-01-05|887.0|0|46.0|0|4.930332261521972|0|933.0|0
0|2020-01-06|887.0|0|46.0|0|4.930332261521972|0|933.0|0
0|2020-01-07|887.0|0|46.0|0|4.930332261521972|0|933.0|0
0|2020-01-08|887.0|0|46.0|0|4.930332261521972|0|933.0|0
0|2020-01-09|887.0|0|46.0|0|4.930332261521972|0|933.0|0
0|2020-01-10|887.0|0|46.0|0|4.930332261521972|0|933.0|0
0|2020-01-11|887.0|0|46.0|0|4.930332261521972|0|933.0|0
0|2020-01-12|887.0|0|46.0|0|4.930332261521972|0|933.0|0
0|2020-01-13|887.0|0|46.0|0|4.930332261521972|0|933.0|0
0|2020-01-14|887.0|0|46.0|0|4.930332261521972|0|933.0|0
0|2020-01-15|887.0|0|46.0|0|4.930332261521972|0|933.0|0
0|2020-01-16|887.0|0|46.0|0|4.930332261521972|0|933.0|0
0|2020-01-17|887.0|0|46.0|0|4.930332261521972|0|933.0|0
0|2020-01-18|887.0|0|46.0|0|4.930332261521972|0|933.0|0
0|2020-01-19|887.0|0|46.0|0|4.930332261521972|0|933.0|0
0|2020-01-20|887.0|0|46.0|0|4.930332261521972|0|933.0|0
0|2020-01-21|887.0|0|46.0|0|4.930332261521972|0|933.0|0
0|2020-01-22|887.0|0|46.0|0|4.930332261521972|0|933.0|0
0|2020-01-23|887.0|0|46.0|0|4.930332261521972|0|933.0|0
0|2020-01-24|887.0|0|46.0|0|4.930332261521972|0|933.0|0
0|2020-01-25|887.0|0|46.0|0|4.930332261521972|0|933.0|0
0|2020-01-26|887.0|0|46.0|0|4.930332261521972|0|933.0|0
0|2020-01-27|887.0|0|46.0|0|4.930332261521972|0|933.0|0
0|2020-01-28|887.0|0|46.0|0|4.930332261521972|0|933.0|0
0|2020-01-29|887.0|0|46.0|0|4.930332261521972|0|933.0|0
0|2020-01-30|887.0|0|46.0|0|4.930332261521972|0|933.0|0
0|2020-01-31|887.0|0|46.0|0|4.930332261521972|0|933.0|0
0|2020-02-01|907.5|0|46.5|0|4.8742138364779874|0|954.0|0
0|2020-02-02|907.5|0|46.5|0|4.8742138364779874|0|954.0|0
0|2020-02-03|907.5|0|46.5|0|4.8742138364779874|0|954.0|0
0|2020-02-04|907.5|0|46.5|0|4.8742138364779874|0|954.0|0
0|2020-02-05|907.5|0|46.5|0|4.8742138364779874|0|954.0|0
0|2020-02-06|907.5|0|46.5|0|4.8742138364779874|0|954.0|0
0|2020-02-07|907.5|0|46.5|0|4.8742138364779874|0|954.0|0
0|2020-02-08|907.5|0|46.5|0|4.8742138364779874|0|954.0|0
0|2020-02-09|907.5|0|46.5|0|4.8742138364779874|0|954.0|0
0|2020-02-10|907.5|0|46.5|0|4.8742138364779874|0|954.0|0
0|2020-02-11|907.5|0|46.5|0|4.8742138364779874|0|954.0|0
0|2020-02-12|907.5|0|46.5|0|4.8742138364779874|0|954.0|0
0|2020-02-13|907.5|0|46.5|0|4.8742138364779874|0|954.0|0
0|2020-02-14|907.5|0|46.5|0|4.8742138364779874|0|954.0|0
0|2020-02-15|907.5|0|46.5|0|4.8742138364779874|0|954.0|0
0|2020-02-16|907.5|0|46.5|0|4.8742138364779874|0|954.0|0
0|2020-02-17|907.5|0|46.5|0|4.8742138364779874|0|954.0|0
0|2020-02-18|907.5|0|46.5|0|4.8742138364779874|0|954.0|0
0|2020-02-19|907.5|0|46.5|0|4.8742138364779874|0|954.0|0
0|2020-02-20|907.5|0|46.5|0|4.8742138364779874|0|954.0|0
0|2020-02-21|907.5|0|46.5|0|4.8742138364779874|0|954.0|0
0|2020-02-22|907.5|0|46.5|0|4.8742138364779874|0|954.0|0
0|2020-02-23|907.5|0|46.5|0|4.8742138364779874|0|954.0|0
0|2020-02-24|907.5|0|46.5|0|4.8742138364779874|0|954.0|0
0|2020-02-25|907.5|0|46.5|0|4.8742138364779874|0|954.0|0
0|2020-02-26|907.5|0|46.5|0|4.8742138364779874|0|954.0|0
0|2020-02-27|907.5|0|46.5|0|4.8742138364779874|0|954.0|0
0|2020-02-28|907.5|0|46.5|0|4.8742138364779874|0|954.0|0
0|2020-02-29|907.5|0|46.5|0|4.8742138364779874|0|954.0|0
0|2020-03-01|927.0|0|51.5|0|5.2631578947368425|0|978.5|0
0|2020-03-02|927.0|0|51.5|0|5.2631578947368425|0|978.5|0
0|2020-03-03|927.0|0|51.5|0|5.2631578947368425|0|978.5|0
0|2020-03-04|927.0|0|51.5|0|5.2631578947368425|0|978.5|0
0|2020-03-05|927.0|0|51.5|0|5.2631578947368425|0|978.5|0
0|2020-03-06|927.0|0|51.5|0|5.2631578947368425|0|978.5|0
0|2020-03-07|927.0|0|51.5|0|5.2631578947368425|0|978.5|0
0|2020-03-08|927.0|0|51.5|0|5.2631578947368425|0|978.5|0
0|2020-03-09|927.0|0|51.5|0|5.2631578947368425|0|978.5|0
0|2020-03-10|927.0|0|51.5|0|5.2631578947368425|0|978.5|0
0|2020-03-11|927.0|0|51.5|0|5.2631578947368425|0|978.5|0
0|2020-03-12|927.0|0|51.5|0|5.2631578947368425|0|978.5|0
0|2020-03-13|927.0|0|51.5|0|5.2631578947368425|0|978.5|0
0|2020-03-14|927.0|0|51.5|0|5.2631578947368425|0|978.5|0
0|2020-03-15|927.0|0|51.5|0|5.2631578947368425|0|978.5|0
0|2020-03-16|927.0|0|51.5|0|5.2631578947368425|0|978.5|0
0|2020-03-17|927.0|0|51.5|0|5.2631578947368425|0|978.5|0
0|2020-03-18|927.0|0|51.5|0|5.2631578947368425|0|978.5|0
0|2020-03-19|927.0|0|51.5|0|5.2631578947368425|0|978.5|0
0|2020-03-20|927.0|0|51.5|0|5.2631578947368425|0|978.5|0
0|2020-03-21|927.0|0|51.5|0|5.2631578947368425|0|978.5|0
0|2020-03-22|927.0|0|51.5|0|5.2631578947368425|0|978.5|0
0|2020-03-23|927.0|0|51.5|0|5.2631578947368425|0|978.5|0
0|2020-03-24|927.0|0|51.5|0|5.2631578947368425|0|978.5|0
0|2020-03-25|927.0|0|51.5|0|5.2631578947368425|0|978.5|0
0|2020-03-26|927.0|0|51.5|0|5.2631578947368425|0|978.5|0
0|2020-03-27|927.0|0|51.5|0|5.2631578947368425|0|978.5|0
0|2020-03-28|927.0|0|51.5|0|5.2631578947368425|0|978.5|0
0|2020-03-29|927.0|0|51.5|0|5.2631578947368425|0|978.5|0
0|2020-03-30|927.0|0|51.5|0|5.2631578947368425|0|978.5|0
0|2020-03-31|927.0|0|51.5|0|5.2631578947368425|0|978.5|0
0|2020-04-01|901.0|0|72.0|0|7.399794450154163|0|973.0|0
0|2020-04-02|901.0|0|72.0|0|7.399794450154163|0|973.0|0
0|2020-04-03|901.0|0|72.0|0|7.399794450154163|0|973.0|0
0|2020-04-04|901.0|0|72.0|0|7.399794450154163|0|973.0|0
0|2020-04-05|901.0|0|72.0|0|7.399794450154163|0|973.0|0
0|2020-04-06|901.0|0|72.0|0|7.399794450154163|0|973.0|0
0|2020-04-07|901.0|0|72.0|0|7.399794450154163|0|973.0|0
0|2020-04-08|901.0|0|72.0|0|7.399794450154163|0|973.0|0
0|2020-04-09|901.0|0|72.0|0|7.399794450154163|0|973.0|0
0|2020-04-10|901.0|0|72.0|0|7.399794450154163|0|973.0|0
0|2020-04-11|901.0|0|72.0|0|7.399794450154163|0|973.0|0
0|2020-04-12|901.0|0|72.0|0|7.399794450154163|0|973.0|0
0|2020-04-13|901.0|0|72.0|0|7.399794450154163|0|973.0|0
0|2020-04-14|901.0|0|72.0|0|7.399794450154163|0|973.0|0
0|2020-04-15|901.0|0|72.0|0|7.399794450154163|0|973.0|0
0|2020-04-16|901.0|0|72.0|0|7.399794450154163|0|973.0|0
0|2020-04-17|901.0|0|72.0|0|7.399794450154163|0|973.0|0
0|2020-04-18|901.0|0|72.0|0|7.399794450154163|0|973.0|0
0|2020-04-19|901.0|0|72.0|0|7.399794450154163|0|973.0|0
0|2020-04-20|901.0|0|72.0|0|7.399794450154163|0|973.0|0
0|2020-04-21|901.0|0|72.0|0|7.399794450154163|0|973.0|0
0|2020-04-22|901.0|0|72.0|0|7.399794450154163|0|973.0|0
0|2020-04-23|901.0|0|72.0|0|7.399794450154163|0|973.0|0
0|2020-04-24|901.0|0|72.0|0|7.399794450154163|0|973.0|0
0|2020-04-25|901.0|0|72.0|0|7.399794450154163|0|973.0|0
0|2020-04-26|901.0|0|72.0|0|7.399794450154163|0|973.0|0
0|2020-04-27|901.0|0|72.0|0|7.399794450154163|0|973.0|0
0|2020-04-28|901.0|0|72.0|0|7.399794450154163|0|973.0|0
0|2020-04-29|901.0|0|72.0|0|7.399794450154163|0|973.0|0
0|2020-04-30|901.0|0|72.0|0|7.399794450154163|0|973.0|0
