|dates|Jackson_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jackson_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jackson_Oklahoma_UnitedStates.Male_Total_Population.data|Jackson_Oklahoma_UnitedStates.Male_Total_Population.missing|Jackson_Oklahoma_UnitedStates.Female_Total_Population.data|Jackson_Oklahoma_UnitedStates.Female_Total_Population.missing|Jackson_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Jackson_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3701.0|0|12392.0|0|12557.0|0|6310.0|0
