|dates|Kewaunee_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Kewaunee_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Kewaunee_Wisconsin_UnitedStates.NYT_ConfirmedCases.data|Kewaunee_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing|Kewaunee_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Kewaunee_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Kewaunee_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Kewaunee_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|2902.0|0|0.0|100|37.0|0|0.0|100
