|dates|Montgomery_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Montgomery_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Montgomery_Missouri_UnitedStates.Male_Total_Population.data|Montgomery_Missouri_UnitedStates.Male_Total_Population.missing|Montgomery_Missouri_UnitedStates.Female_Total_Population.data|Montgomery_Missouri_UnitedStates.Female_Total_Population.missing|Montgomery_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Montgomery_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2442.0|0|5785.0|0|5749.0|0|2530.0|0
